Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Duke,139.7,87,312.9,9,452.6,26,137.9,43,268.6,114,406.4,95,0.2,35.2,29.1,5-4,
East Carolina,186.0,39,281.7,26,467.7,19,106.0,17,220.0,55,326.0,33,0.6,33.9,17.3,6-3,
Eastern Michigan,142.8,65,226.1,54,368.9,58,232.9,127,203.8,64,436.7,132,0.1,24.4,31.7,3-7,
Florida,124.0,102,217.0,84,341.0,108,134.0,40,214.4,52,348.4,46,-0.2,20.4,22.4,3-6,
Florida Atlantic,103.7,121,324.2,6,427.9,43,203.3,117,208.6,47,411.9,99,-1.3,31.3,34.6,4-5,
Florida International,178.7,48,214.6,87,393.2,73,145.3,55,264.7,108,410.0,97,-0.2,26.0,29.9,4-5,
Florida State,226.9,12,267.1,36,494.0,7,112.9,24,204.9,43,317.8,23,-0.2,36.7,21.0,4-5,
Fresno State,154.3,74,193.9,102,348.2,99,130.1,37,173.2,16,303.3,16,-0.1,26.1,21.8,6-3,
Georgia Bulldogs,197.6,30,239.1,65,436.7,38,100.3,11,210.6,49,310.9,19,-0.2,33.4,19.8,8-1,
Georgia Southern,138.1,88,238.2,66,376.3,84,224.1,125,241.1,86,465.2,124,0.4,28.3,34.0,4-5,
Georgia State,116.2,112,253.8,52,370.0,88,220.2,124,233.4,77,453.7,121,-1.0,21.1,40.7,1-8,
Georgia Tech,221.2,14,261.1,39,482.3,12,165.4,83,230.0,70,395.4,87,-0.3,36.0,23.1,8-1,
Hawai'i,107.2,108,302.4,2,409.6,23,133.3,61,216.1,84,349.4,78,-0.3,30.5,23.7,7-3,
Houston,166.9,40,222.1,57,389.0,39,135.5,66,197.6,54,333.1,60,-0.1,29.5,22.1,8-2,
Illinois,131.1,96,253.9,51,385.0,77,126.4,31,247.2,95,373.7,63,0.1,33.1,25.9,6-3,
Indiana,238.8,4,255.1,25,493.9,1,83.7,8,173.4,30,257.1,10,1.3,44.5,12.1,10-0,
Iowa,175.9,50,133.2,130,309.1,120,109.0,20,146.7,4,255.7,4,0.4,29.6,13.7,6-3,
Iowa State,163.8,43,230.3,48,394.1,36,150.8,85,222.9,96,373.7,102,0.2,27.1,21.5,6-4,
Jacksonville State,262.3,5,153.0,123,415.3,52,138.1,44,241.1,86,379.2,69,0.4,29.9,26.0,6-3,
James Madison,235.9,8,206.0,91,441.9,31,99.4,10,170.6,14,270.0,8,0.0,34.8,16.9,8-1,
Kansas,161.5,45,226.2,53,387.7,41,169.6,106,207.5,71,377.1,106,0.0,30.2,25.2,5-5,
Kansas State,142.4,84,220.7,80,363.1,90,152.9,67,223.6,59,376.4,66,0.7,29.8,27.7,4-5,
Kennesaw State,162.0,59,217.7,83,379.7,81,148.9,63,232.2,72,381.1,72,0.0,26.0,21.1,7-2,
Kent State,89.0,125,184.0,110,273.0,127,191.1,110,250.9,97,442.0,114,-0.3,18.0,34.3,3-6,
Kentucky,154.8,72,197.6,97,352.3,97,127.8,34,226.3,63,354.1,48,-0.6,24.1,24.6,4-5,
Liberty,175.8,51,197.2,98,373.0,86,162.3,79,199.7,37,362.0,53,-0.1,23.3,22.4,4-5,
Louisiana,186.0,21,159.1,113,345.1,78,193.2,121,216.9,85,410.1,122,-0.1,26.1,30.3,4-6,
Louisiana Tech,171.3,54,195.0,101,366.3,89,127.3,33,247.7,96,375.0,64,0.7,28.1,18.9,5-4,
Louisville,155.0,71,246.6,58,401.6,69,108.7,19,188.1,24,296.8,12,0.2,32.9,21.7,7-2,
Lsu,102.1,122,240.8,63,342.7,104,126.6,32,201.9,38,328.4,37,0.3,23.7,19.0,5-4,
Marshall,212.0,17,185.1,107,397.1,72,146.0,56,266.7,110,412.7,100,0.7,32.9,32.8,4-5,
Maryland,118.3,110,232.8,71,351.1,98,166.3,84,226.6,65,392.9,83,0.9,25.3,23.4,4-5,
Massachusetts,81.1,128,163.4,120,244.6,131,189.6,108,253.2,99,442.8,115,-0.3,11.3,36.8,0-9,
Memphis,187.6,19,242.6,35,430.2,14,127.9,51,230.0,105,357.9,90,0.8,37.1,21.1,8-2,
Miami,151.3,79,259.1,41,410.4,57,88.4,6,196.8,34,285.2,9,0.8,32.9,15.0,7-2,
Miami (oh),161.0,61,199.2,96,360.2,91,124.9,29,202.9,39,327.8,36,0.4,25.3,21.7,5-4,
Michigan,225.2,13,185.7,105,410.9,56,100.7,12,203.8,42,304.4,18,0.9,28.1,17.2,7-2,
Michigan State,125.6,100,221.9,78,347.4,100,146.0,56,227.0,66,373.0,62,-0.3,25.6,31.4,3-6,
Middle Tennessee,81.1,128,251.3,53,332.4,112,147.0,59,234.6,78,381.6,74,-0.2,20.1,32.0,1-8,
Minnesota,110.1,118,203.3,94,313.4,118,109.0,20,203.4,40,312.4,20,0.2,23.8,21.6,6-3,
Mississippi State,156.5,53,243.1,34,399.6,29,177.2,115,211.9,79,389.1,112,0.4,32.0,26.3,5-5,
Missouri,232.6,10,220.0,81,452.6,26,104.3,16,162.7,9,267.0,7,-0.3,33.3,19.1,6-3,
Missouri State,112.4,115,257.7,44,370.1,87,146.6,57,232.9,74,379.4,70,0.2,22.6,25.9,6-3,
Navy,305.6,1,134.9,128,440.4,32,140.1,46,253.7,100,393.8,84,0.1,32.0,26.8,7-2,
Nc State,161.6,60,277.8,27,439.3,33,133.2,39,292.4,122,425.7,110,-0.4,32.4,30.6,5-4,
Nebraska,139.9,70,248.2,28,388.1,40,163.1,99,134.6,5,297.7,38,0.3,32.5,19.9,7-3,
Nevada,137.7,89,151.7,124,289.3,126,153.9,68,230.6,71,384.4,77,-1.8,14.0,30.1,1-8,
New Mexico,154.4,73,235.1,68,389.6,75,117.2,27,260.0,107,377.2,68,-1.0,30.2,25.9,6-3,
New Mexico State,69.3,129,233.8,69,303.1,122,149.0,64,245.9,93,394.9,86,0.2,21.3,25.2,3-6,
North Carolina,115.0,113,178.6,111,293.6,125,102.1,13,218.7,53,320.8,26,-0.3,19.4,21.3,4-5,
North Texas,179.0,47,307.2,12,486.2,9,204.3,118,160.3,8,364.7,55,1.1,44.4,24.1,8-1,
Northern Illinois,158.7,65,107.3,132,266.0,129,172.0,89,183.4,20,355.4,49,-0.1,12.2,24.3,2-7,
Northwestern,182.6,42,169.9,118,352.4,96,142.9,54,181.1,18,324.0,29,-0.6,21.9,19.1,5-4,
Notre Dame Fighting Irish,195.8,32,271.7,32,467.4,20,103.1,15,232.3,73,335.4,41,1.1,38.7,18.8,7-2,
Ohio,202.2,27,222.9,77,425.1,47,149.2,65,226.1,62,375.3,65,0.0,28.7,24.2,6-3,
Ohio State Buckeyes,155.8,68,286.3,24,442.1,30,82.9,4,128.7,2,211.6,1,0.4,36.3,7.2,9-0,
Oklahoma,137.3,90,236.7,67,374.0,85,82.8,3,181.8,19,264.6,6,-0.6,28.9,14.1,7-2,
Oklahoma State,127.0,99,170.8,117,297.8,123,171.4,88,272.7,117,444.1,116,-0.1,15.2,38.8,1-8,
Old Dominion,202.3,26,249.8,55,452.1,27,174.0,92,193.7,31,367.7,57,-0.3,31.9,23.4,6-3,
Ole Miss,184.5,24,305.5,1,490.0,2,143.8,76,179.5,36,323.3,51,-0.3,37.5,19.8,9-1,
Oregon Ducks,239.7,7,231.9,72,471.6,17,115.1,26,126.1,1,241.2,3,0.7,38.7,13.8,8-1,
Oregon State,141.8,67,222.4,56,364.2,63,143.8,76,229.7,104,373.5,101,-0.9,19.6,29.0,2-8,
Penn State,151.0,80,184.7,108,335.7,109,154.9,70,172.1,15,327.0,35,0.1,30.7,22.3,3-6,
Pittsburgh,124.9,101,302.9,16,427.8,44,81.0,2,237.4,81,318.4,24,-0.1,39.7,21.8,7-2,
Purdue,137.3,77,220.1,60,357.4,72,162.0,98,241.3,112,403.3,119,-1.0,20.9,27.7,2-8,
Rice,211.1,9,97.0,131,308.1,105,144.7,77,217.6,89,362.3,91,-0.1,21.1,27.9,5-5,
Rutgers,143.7,63,277.4,11,421.1,18,197.9,123,229.0,101,426.9,128,0.1,29.9,30.0,5-5,
Sam Houston,131.1,96,172.3,115,303.4,121,211.1,120,268.2,113,479.3,129,0.3,17.1,38.2,1-8,
San Diego State,180.3,44,176.3,114,355.4,95,95.8,9,166.8,11,262.6,5,0.3,26.3,13.1,7-2,
San José State,118.9,109,333.8,4,452.7,25,140.2,47,281.0,119,421.2,107,-0.4,25.6,29.9,3-6,
Smu,122.2,93,284.5,8,406.7,28,103.1,25,298.6,125,401.7,117,1.1,32.2,20.4,7-3,
South Alabama,193.7,33,185.4,106,379.1,83,192.8,112,188.6,26,381.3,73,0.1,24.9,29.7,2-7,
South Carolina,101.4,123,193.3,103,294.8,124,154.1,69,190.6,28,344.7,43,0.3,19.7,22.1,3-6,
South Florida,227.1,11,258.3,42,485.4,10,109.0,20,275.3,118,384.3,76,0.8,42.0,24.2,7-2,
Southern Miss,154.0,76,258.2,43,412.2,55,162.7,80,226.4,64,389.1,81,1.8,32.3,24.2,7-2,
Stanford,78.1,127,231.5,45,309.6,103,123.8,42,284.5,124,408.3,121,-0.6,17.5,29.1,3-7,
Syracuse,117.6,97,244.7,31,362.3,68,165.0,101,267.1,123,432.1,130,-1.1,22.3,31.5,3-7,
Tcu,123.3,104,303.4,14,426.8,45,125.3,30,241.6,88,366.9,56,0.3,32.7,24.6,6-3,
Temple,158.1,52,204.2,74,362.3,68,195.4,122,179.7,37,375.1,104,1.1,29.6,26.7,5-5,
Tennessee,178.7,48,329.3,5,508.0,5,141.1,48,254.9,102,396.0,88,0.4,43.6,31.1,6-3,
Texas Aandm,205.3,23,254.9,49,460.2,22,128.3,35,189.0,27,317.3,22,0.0,37.8,22.9,9-0,
Texas Longhorns,135.7,94,246.1,59,381.8,79,78.2,1,235.8,80,314.0,21,0.9,29.6,16.4,7-2,
Texas State,212.4,16,265.8,38,478.2,13,179.0,96,239.0,83,418.0,105,-0.9,34.7,34.8,3-6,
Texas Tech,194.6,15,285.7,7,480.3,3,76.6,5,192.7,51,269.3,13,1.1,42.1,12.6,9-1,
Toledo,178.6,49,259.4,40,438.0,35,91.7,7,142.6,3,234.2,2,0.6,32.9,14.6,5-4,
Troy,121.1,106,203.1,95,324.2,115,161.1,78,195.6,33,356.7,50,0.2,27.0,24.1,6-3,
Tulane,169.7,57,244.1,61,413.8,54,147.9,60,257.9,106,405.8,94,0.2,27.2,26.2,7-2,
Tulsa,155.7,69,231.2,73,386.9,76,182.8,100,233.3,76,416.1,103,-0.7,21.9,30.8,2-7,
USC Trojans,199.8,29,303.0,15,502.8,6,141.3,50,205.1,44,346.4,44,0.3,39.6,21.8,7-2,
Uab,123.9,103,275.8,28,399.7,70,189.8,109,220.1,56,409.9,96,-0.8,27.1,37.1,3-6,
Ucf,186.6,38,216.2,85,402.8,67,154.1,69,168.2,13,322.3,28,0.1,27.2,20.0,4-5,
Ucla,160.2,62,184.3,109,344.6,102,191.4,111,185.6,23,377.0,67,-0.2,20.4,30.7,3-6,
Uconn,161.2,46,300.5,3,461.7,4,174.2,113,217.3,87,391.5,113,1.3,36.9,24.9,7-3,
Ul Monroe,171.1,55,150.7,125,321.8,116,146.9,58,242.3,90,389.2,82,-1.0,16.0,32.9,3-6,
Unlv,208.1,20,256.0,47,464.1,21,185.2,102,265.0,109,450.2,120,0.9,37.4,31.6,7-2,
Utah,267.4,3,210.1,90,477.6,15,142.8,53,156.8,6,299.6,14,0.1,39.6,14.2,7-2,
Utah State,159.1,64,266.7,37,425.8,46,179.1,97,243.1,91,422.2,108,0.4,33.7,29.8,5-4,
Utep,110.9,117,219.4,82,330.3,113,169.8,86,193.9,32,363.7,54,-0.9,21.6,25.8,2-7,
Utsa,170.7,56,232.8,71,403.4,65,158.9,74,251.2,98,410.1,98,0.3,32.8,33.0,4-5,
Vanderbilt,185.7,22,258.4,23,444.1,8,112.4,29,244.8,116,357.2,89,0.2,38.3,22.2,8-2,
Virginia,186.0,21,243.5,33,429.5,16,116.1,36,215.0,82,331.1,58,0.6,33.7,21.6,8-2,
Virginia Tech,183.0,41,176.9,112,359.9,92,148.2,62,220.7,57,368.9,59,-0.4,24.3,29.7,3-6,
Wake Forest,141.3,86,215.6,86,356.9,94,137.1,41,188.2,25,325.3,32,0.0,23.3,20.3,6-3,
Washington,162.6,58,257.0,46,419.6,49,109.1,21,209.9,48,319.0,25,0.2,32.7,20.0,6-3,
Washington State,106.1,119,205.3,92,311.4,119,141.2,49,181.0,17,322.2,27,-1.1,19.9,23.0,4-5,
West Virginia,182.3,25,177.1,99,359.4,71,143.4,75,259.4,121,402.8,118,0.2,23.8,29.6,4-6,
Western Kentucky,122.0,105,287.8,22,409.8,59,177.7,94,205.3,46,383.0,75,-0.3,30.1,22.8,7-2,
Western Michigan,158.3,66,161.1,121,319.4,117,110.1,22,181.8,19,291.9,11,0.1,22.3,19.0,5-4,
Wisconsin,117.2,111,140.6,127,257.8,130,111.4,23,219.6,54,331.0,39,-0.6,12.6,22.3,3-6,
Wyoming,150.2,81,196.1,100,346.3,101,163.2,81,184.9,22,348.1,45,-0.3,19.4,20.2,4-5,
