Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Air Force,283.9,1,188.4,103,472.3,15,178.9,106,307.1,120,486.0,124,-0.1,36.3,37.3,2-5,
Akron,132.0,69,196.0,71,328.0,69,189.4,127,242.1,115,431.5,125,0.1,18.1,30.6,2-6,
Alabama Crimson Tide,125.7,97,297.1,12,422.9,42,154.7,81,155.3,12,310.0,28,1.3,35.1,17.7,6-1,
App State,143.9,79,277.7,23,421.6,43,108.4,27,254.9,100,363.3,65,-0.4,27.9,28.1,4-3,
Arizona,142.7,82,274.1,26,416.9,49,140.3,65,153.1,11,293.4,18,0.7,31.6,20.3,4-3,
Arizona State,185.4,40,211.7,89,397.1,60,111.6,30,216.7,59,328.3,37,0.9,26.0,24.3,5-2,
Arkansas,225.7,14,288.4,18,514.1,5,190.9,115,255.1,101,446.0,114,-0.7,37.1,32.7,2-5,
Arkansas State,125.3,98,238.6,60,363.9,82,211.6,126,239.9,87,451.4,116,0.0,22.1,29.1,3-4,
Army,275.7,3,85.6,134,361.3,85,141.0,66,207.7,52,348.7,52,0.0,23.9,24.0,3-4,
Auburn,162.3,56,172.9,111,335.1,99,87.6,12,229.6,81,317.1,32,0.6,23.6,17.9,3-4,
Ball State,143.6,80,128.9,131,272.4,125,170.4,97,253.1,99,423.6,107,-0.4,17.7,31.0,3-4,
Baylor,142.0,83,344.3,1,486.3,11,180.1,107,226.4,74,406.6,97,-1.0,36.3,31.4,4-3,
Boise State,206.3,24,273.0,27,479.3,12,162.3,91,189.7,33,352.0,56,0.1,36.9,26.1,5-2,
Boston College,100.3,118,272.4,28,372.7,71,142.9,67,256.3,102,399.1,94,-0.7,27.1,33.9,1-6,
Bowling Green,143.0,81,164.0,115,307.0,116,147.9,73,214.7,56,362.6,63,0.3,20.0,25.6,3-4,
Buffalo,154.1,65,215.9,84,370.0,72,150.0,75,189.7,33,339.7,47,-0.3,25.6,21.3,4-3,
Byu,234.4,11,203.9,94,438.3,32,122.0,41,171.4,22,293.4,18,0.9,35.6,15.6,7-0,
California,95.9,121,248.0,52,343.9,93,122.4,43,201.6,46,324.0,33,0.0,23.7,21.9,5-2,
Central Michigan,193.6,31,139.1,128,332.7,100,158.6,86,215.3,58,373.9,73,0.9,22.6,25.6,4-3,
Charlotte,107.3,113,207.1,92,314.4,112,216.7,128,221.9,67,438.6,111,-1.4,17.1,34.9,1-6,
Cincinnati,186.0,39,261.0,40,447.0,29,143.1,68,240.0,88,383.1,82,0.1,37.9,18.9,6-1,
Clemson Tigers,116.4,105,284.3,20,400.7,59,110.1,28,228.4,78,338.3,44,-0.6,26.0,20.9,3-4,
Coastal Carolina,172.0,46,135.7,129,307.7,115,182.3,110,229.4,80,411.7,102,-0.7,19.0,28.3,4-3,
Colorado,145.1,77,217.9,80,363.0,83,189.6,114,216.9,60,406.4,96,-0.3,24.9,23.7,3-4,
