Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Colorado State,148.3,73,184.1,107,332.4,101,173.0,99,236.9,85,409.9,100,0.3,21.9,27.0,2-5,
Delaware,127.3,110,300.5,44,427.8,77,172.2,72,221.3,33,393.5,43,-0.5,28.8,28.3,3-3,
Duke,144.4,78,319.0,4,463.4,19,130.0,53,245.9,94,375.9,78,0.6,33.9,25.7,4-3,
East Carolina,161.9,57,293.6,15,455.4,27,118.9,36,220.7,66,339.6,46,0.7,30.3,17.1,4-3,
Eastern Michigan,142.6,55,224.0,46,366.6,45,253.4,130,199.2,76,452.6,126,-0.1,24.5,33.5,2-6,
Florida,128.1,95,234.9,63,363.0,83,119.3,38,219.9,64,339.1,45,-0.4,22.4,20.0,3-4,
Florida Atlantic,107.9,111,318.0,5,425.9,41,176.7,103,219.4,63,396.1,92,-1.7,30.0,35.4,3-4,
Florida International,187.8,58,191.2,116,379.0,106,142.5,42,267.3,79,409.8,54,-0.3,21.8,27.7,3-3,
Florida State,254.6,5,269.0,32,523.6,2,119.0,37,208.7,53,327.7,35,-0.1,39.7,22.6,3-4,
Fresno State,165.0,52,218.3,79,383.3,65,124.6,47,190.4,35,315.0,31,-0.6,29.3,23.7,5-2,
Georgia Bulldogs,191.0,35,237.9,61,428.9,39,91.3,14,222.3,68,313.6,30,-0.1,33.7,19.6,6-1,
Georgia Southern,139.0,85,226.3,69,365.3,81,239.1,129,229.4,80,468.6,120,0.1,29.4,35.6,3-4,
Georgia State,102.4,117,250.0,49,352.4,90,210.0,125,243.0,91,453.0,117,-0.7,18.9,41.1,1-6,
Georgia Tech,228.7,13,234.0,64,462.7,20,155.6,82,215.1,57,370.7,68,-0.3,35.3,20.6,7-0,
Hawai'i,105.9,103,295.9,2,401.8,23,128.2,70,196.4,72,324.6,69,-0.6,28.6,23.2,6-2,
Houston,170.6,48,211.3,90,381.9,67,123.6,45,193.6,36,317.1,32,0.6,29.4,19.0,6-1,
Illinois,118.9,104,264.4,37,383.3,65,131.7,55,240.0,88,371.7,71,0.6,34.0,25.4,5-2,
Indiana,235.9,10,271.3,29,507.1,6,85.0,8,163.7,17,248.7,9,1.0,43.9,11.6,7-0,
Iowa,192.7,33,131.4,130,324.1,107,99.4,22,157.0,14,256.4,11,0.3,29.9,14.6,5-2,
Iowa State,163.3,54,242.1,57,405.4,56,143.1,68,203.7,48,346.9,50,0.4,29.3,19.0,5-2,
Jacksonville State,277.6,2,140.1,126,417.7,47,147.6,72,241.6,89,389.1,87,0.4,30.7,26.6,4-3,
James Madison,248.1,6,188.6,102,436.7,35,75.0,2,162.7,16,237.7,6,-0.1,32.3,15.6,6-1,
Kansas,157.6,61,259.4,42,417.0,48,188.4,113,206.0,49,394.4,91,0.4,32.4,23.6,4-3,
Kansas State,145.1,77,222.3,73,367.4,76,154.1,80,232.3,83,386.4,86,0.9,29.4,27.0,3-4,
Kennesaw State,147.7,96,217.0,104,364.7,113,151.3,52,232.2,41,383.5,38,-0.2,22.0,20.5,4-2,
Kent State,84.3,125,181.7,108,266.0,127,206.9,124,273.3,113,480.1,123,-0.3,17.9,38.7,2-5,
Kentucky,155.8,88,186.5,120,342.3,121,136.7,32,229.2,39,365.8,30,-0.5,22.5,25.8,2-4,
Liberty,156.9,62,185.7,105,342.6,94,191.3,116,166.7,18,358.0,60,-0.1,19.1,21.6,3-4,
Louisiana,189.0,37,140.0,127,329.0,104,204.9,123,203.7,48,408.6,98,0.0,23.6,29.6,2-5,
Louisiana Tech,146.2,98,165.3,125,311.5,126,107.0,15,248.7,55,355.7,22,1.0,24.5,17.2,4-2,
Louisville,115.8,120,282.2,58,398.0,95,103.5,13,170.5,8,274.0,5,0.7,34.0,21.0,5-1,
Lsu,114.3,108,253.7,48,367.7,75,122.7,44,189.6,32,312.3,29,0.3,25.6,14.6,5-2,
Marshall,197.3,29,192.4,99,389.7,63,137.3,63,276.3,114,413.6,104,1.1,35.1,30.9,4-3,
Maryland,103.3,116,248.7,51,352.0,91,124.9,48,227.0,75,351.9,55,1.6,28.3,17.3,4-3,
Massachusetts,76.7,126,171.9,113,248.6,129,170.0,96,260.9,107,430.9,110,-0.1,11.3,35.6,0-7,
Memphis,221.4,15,216.0,83,437.4,34,106.7,25,228.4,78,335.1,41,0.9,38.1,18.3,6-1,
Miami,146.7,97,265.3,67,412.0,89,92.8,3,198.8,21,291.7,10,0.5,32.7,15.3,5-1,
Miami (oh),170.3,49,191.3,100,361.6,84,120.4,39,207.6,51,328.0,36,0.3,26.0,22.0,4-3,
Michigan,214.0,20,205.7,93,419.7,44,93.3,17,215.1,57,308.4,25,1.3,28.7,17.0,5-2,
Michigan State,122.7,100,213.7,87,336.4,98,133.4,58,251.4,97,384.9,84,-0.4,27.1,32.7,3-4,
Middle Tennessee,85.0,127,235.8,95,320.8,123,159.5,61,226.3,37,385.8,39,0.0,17.0,29.5,1-5,
Minnesota,123.3,99,217.7,81,341.0,96,98.9,21,197.0,40,295.9,19,0.7,26.9,19.0,5-2,
Mississippi State,178.1,43,227.7,66,405.9,55,165.4,92,186.4,30,351.9,55,0.7,31.9,20.3,4-3,
Missouri,245.1,8,242.4,56,487.6,10,80.0,4,159.1,15,239.1,7,-0.3,39.0,16.7,6-1,
Missouri State,105.7,123,264.5,68,370.2,109,153.3,54,243.7,54,397.0,48,-0.2,21.7,29.7,3-3,
Navy,306.0,4,167.7,124,473.7,54,125.5,26,235.8,47,361.3,27,0.3,36.5,21.5,6-0,
Nc State,150.0,71,268.0,34,418.0,46,134.6,59,257.3,105,391.9,90,-0.7,30.0,26.6,4-3,
Nebraska,128.6,94,291.1,17,419.7,44,157.1,83,123.0,1,280.1,15,0.4,36.0,19.4,5-2,
Nevada,145.6,75,156.6,122,302.1,118,158.0,85,217.7,62,375.7,77,-1.3,15.6,28.0,1-6,
New Mexico,147.9,74,218.9,77,366.7,77,117.3,33,256.3,102,373.6,72,-1.7,28.4,26.3,4-3,
New Mexico State,66.8,128,257.7,75,324.5,122,146.5,49,235.0,45,381.5,34,0.5,23.0,24.0,3-3,
North Carolina,105.2,124,163.3,127,268.5,130,119.3,24,240.8,50,360.2,26,-0.3,18.7,25.0,2-4,
North Texas,182.1,41,274.7,25,456.9,26,203.4,121,152.6,10,356.0,58,1.3,45.0,25.7,6-1,
Northern Illinois,151.6,68,108.6,132,260.1,128,182.1,109,172.3,23,354.4,57,-0.1,12.3,24.3,1-6,
Northwestern,191.6,34,174.3,110,365.9,79,136.9,62,168.6,19,305.4,23,-0.6,22.7,15.1,5-2,
Notre Dame Fighting Irish,193.4,32,270.4,30,463.9,18,101.4,23,257.1,104,358.6,61,1.1,39.1,21.3,5-2,
Ohio,215.9,17,212.9,88,428.7,40,160.3,88,226.0,73,386.3,85,0.3,29.4,25.3,4-3,
Ohio State Buckeyes,152.6,66,279.7,21,432.3,36,85.6,10,131.3,3,216.9,2,0.6,36.4,5.9,7-0,
Oklahoma,129.7,90,249.7,50,379.4,68,80.9,5,132.6,4,213.4,1,-0.7,28.7,9.4,6-1,
Oklahoma State,139.4,84,172.3,112,311.7,114,174.7,101,294.6,116,469.3,121,-0.1,16.6,38.4,1-6,
Old Dominion,215.3,19,244.6,55,459.9,22,194.4,118,183.0,28,377.4,79,-0.7,33.1,26.3,4-3,
Ole Miss,188.6,38,304.1,9,492.7,8,167.0,93,195.6,38,362.6,63,-0.6,37.4,22.6,6-1,
Oregon Ducks,241.9,9,263.3,38,505.1,7,117.9,34,130.1,2,248.0,8,0.6,44.1,14.4,6-1,
Oregon State,135.2,64,234.8,33,370.0,42,155.1,104,258.2,117,413.4,122,-1.1,21.1,32.8,1-7,
Penn State,169.6,51,185.4,106,355.0,87,161.9,90,145.0,7,306.9,24,0.3,34.0,19.4,3-4,
Pittsburgh,122.3,102,285.6,19,407.9,53,82.6,6,216.7,59,299.3,20,0.0,38.4,20.3,5-2,
Purdue,132.3,89,263.0,39,395.3,61,144.7,69,229.4,80,374.1,74,-1.6,22.7,27.9,2-5,
Rice,215.4,18,91.1,133,306.6,117,158.6,86,199.1,42,357.7,59,0.3,19.4,27.1,3-4,
Rutgers,134.0,87,276.1,24,410.1,51,178.1,105,261.3,108,439.4,112,0.1,32.0,31.6,3-4,
Sam Houston,116.0,106,180.0,109,296.0,120,183.9,111,272.4,112,456.3,118,0.0,17.0,38.9,0-7,
San Diego State,180.7,63,189.5,117,368.3,111,99.7,9,161.2,5,260.8,3,0.7,30.7,12.2,5-1,
San José State,114.9,107,315.0,6,429.9,37,129.4,51,298.1,118,427.6,109,-0.3,24.1,29.3,2-5,
Smu,128.9,92,279.6,22,408.4,52,97.3,18,316.0,121,413.3,103,0.7,34.1,22.6,5-2,
South Alabama,198.6,28,169.4,114,368.0,74,196.4,119,174.9,25,371.3,70,0.0,23.4,29.3,1-6,
South Carolina,107.4,112,191.1,101,298.6,119,151.0,76,186.1,29,337.1,42,0.6,20.1,20.0,3-4,
South Florida,215.9,17,260.4,41,476.3,13,111.4,29,264.0,109,375.4,76,1.0,41.7,23.0,6-1,
Southern Miss,145.3,76,245.7,53,391.0,62,162.3,91,228.3,77,390.6,88,1.3,30.7,25.1,5-2,
Stanford,100.0,119,229.4,65,329.4,103,118.1,35,304.7,119,422.9,106,-0.6,19.0,27.7,3-4,
Syracuse,107.1,114,294.3,14,401.4,58,154.0,79,270.0,111,424.0,108,-1.1,26.7,29.9,3-4,
Tcu,128.7,93,309.3,8,438.0,33,132.3,56,251.7,98,384.0,83,0.6,36.3,26.3,5-2,
Temple,172.6,45,209.6,91,382.1,66,176.0,102,174.1,24,350.1,53,1.3,33.0,24.4,4-3,
Tennessee,205.3,25,310.7,7,516.0,4,133.1,57,257.9,106,391.0,89,0.4,44.1,30.4,5-2,
Texas Aandm,197.3,29,267.3,35,464.6,17,126.9,50,200.9,44,327.7,35,0.1,36.1,23.4,7-0,
Texas Longhorns,149.9,72,218.7,78,368.6,73,83.3,7,196.4,39,279.7,14,1.0,26.7,11.3,5-2,
Texas State,231.7,12,257.4,45,489.1,9,167.4,94,242.1,90,409.6,99,-0.9,36.1,31.3,3-4,
Texas Tech,217.4,16,301.0,10,518.4,3,68.3,1,207.6,51,275.9,12,0.7,43.9,14.1,6-1,
Toledo,201.7,27,255.4,47,457.1,25,85.9,11,140.4,6,226.3,4,0.6,35.3,14.3,4-3,
Troy,129.1,91,211.7,89,340.9,97,173.7,100,189.4,31,363.1,64,0.0,28.3,24.4,5-2,
Tulane,181.0,42,223.7,72,404.7,57,161.7,89,223.1,70,384.9,84,0.7,25.9,22.3,6-1,
Tulsa,152.1,67,221.4,74,373.6,70,193.7,117,217.4,61,411.1,101,-0.4,19.9,28.4,2-5,
USC Trojans,203.3,26,326.1,3,529.4,1,136.3,60,228.3,77,364.6,66,0.3,42.4,23.1,5-2,
Uab,122.7,100,293.0,16,415.7,50,201.4,120,239.0,86,440.4,113,-0.7,29.7,38.9,3-4,
Ucf,208.4,23,237.0,62,445.4,30,146.7,71,146.3,9,293.0,17,0.0,30.7,17.1,4-3,
Ucla,172.6,45,193.6,98,366.1,78,186.4,112,178.9,26,365.3,67,-0.1,22.4,27.4,3-4,
Uconn,177.7,44,297.6,11,475.3,14,160.0,87,220.3,65,380.3,80,1.0,37.1,22.7,5-2,
Ul Monroe,171.3,47,156.0,123,327.3,105,137.9,64,243.1,92,381.0,81,-0.7,16.7,30.9,3-4,
Unlv,208.7,22,238.7,59,447.4,28,204.7,122,256.4,103,461.1,119,1.4,37.1,33.4,6-1,
Utah,245.4,7,216.1,82,461.6,21,148.7,74,155.4,13,304.1,21,-0.1,36.9,15.3,5-2,
Utah State,163.6,53,265.6,36,429.1,38,181.1,108,269.0,110,450.1,115,0.3,34.0,31.6,4-3,
Utep,105.3,115,224.4,70,329.7,102,157.6,84,201.4,45,359.0,62,-1.1,21.0,24.1,2-5,
Utsa,190.3,36,199.3,97,389.6,64,151.0,76,247.0,95,398.0,93,0.0,32.0,30.9,3-4,
Vanderbilt,213.7,21,244.7,54,458.4,24,92.0,16,223.0,69,315.0,31,0.6,41.4,20.0,6-1,
Virginia,206.3,24,258.4,43,464.7,16,124.1,46,231.9,82,356.0,58,0.7,40.0,23.3,6-1,
Virginia Tech,160.9,59,199.6,96,360.4,86,151.4,77,223.4,71,374.9,75,-0.6,23.0,29.3,2-5,
Wake Forest,160.5,86,249.7,86,410.2,92,141.0,40,181.3,13,322.3,13,0.0,29.0,20.0,4-2,
Washington,169.9,50,269.6,31,439.4,31,98.1,20,234.6,84,332.7,40,0.3,34.6,20.3,5-2,
Washington State,95.4,122,220.4,76,315.9,110,151.7,78,190.1,34,341.9,49,-1.0,20.6,27.1,3-4,
West Virginia,195.6,30,158.7,121,354.3,88,172.1,98,247.1,96,419.3,105,0.0,21.0,30.9,2-5,
Western Kentucky,122.4,101,294.6,13,417.0,48,203.4,121,199.7,43,403.1,95,-0.3,29.7,23.1,5-2,
Western Michigan,157.7,60,161.1,119,318.9,108,112.6,31,170.1,20,282.7,16,0.1,22.9,17.7,4-3,
Wisconsin,112.6,109,161.6,118,274.1,124,97.6,19,244.3,93,341.9,49,-0.9,13.3,24.3,2-5,
Wyoming,150.1,70,215.6,85,365.7,80,168.4,95,179.9,27,348.3,51,-0.6,20.0,22.6,3-4,
