Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Arizona Cardinals,105.7,24,253.2,8,358.9,12,105.7,8,253.2,25,358.9,21,0.4,224,256,3-7,5-5-0
Atlanta Falcons,119.9,13,223.2,17,343.1,17,119.9,19,223.2,16,343.1,16,0.5,195,239,3-7,5-5-0
Baltimore Ravens,142.0,4,199.9,28,341.9,21,142.0,28,199.9,5,341.9,12,0.0,252,251,5-5,4-6-0
Buffalo Bills,147.6,1,251.0,10,398.6,2,147.6,31,251.0,23,398.6,31,-0.2,292,229,7-3,5-5-0
Carolina Panthers,127.1,9,205.0,25,332.1,22,127.1,23,205.0,8,332.1,11,-0.4,207,249,6-5,7-4-0
Chicago Bears,146.6,2,237.8,15,384.4,4,146.6,30,237.8,18,384.4,29,1.5,258,264,7-3,6-4-0
Cincinnati Bengals,81.4,30,239.9,14,321.3,23,81.4,2,239.9,19,321.3,10,-0.6,228,334,3-7,3-7-0
Cleveland Browns,98.0,26,179.9,31,277.9,31,98.0,6,179.9,2,277.9,2,0.2,162,234,2-8,4-6-0
Dallas Cowboys,120.0,12,268.6,1,388.6,3,120.0,20,268.6,32,388.6,30,-0.4,296,293,4-5-1,5-5-0
Denver Broncos,122.3,11,220.1,19,342.4,20,122.3,21,220.1,14,342.4,13,-0.3,257,192,9-2,5-6-0
Detroit Lions,130.1,7,249.3,11,379.4,5,130.1,25,249.3,22,379.4,28,0.5,292,216,6-4,6-4-0
Green Bay Packers,113.5,19,242.7,13,356.2,13,113.5,13,242.7,20,356.2,20,0.4,240,196,6-3-1,3-7-0
Houston Texans,107.6,23,242.8,12,350.4,14,107.6,9,242.8,21,350.4,19,0.9,220,163,5-5,4-6-0
Indianapolis Colts,145.3,3,266.8,3,412.1,1,145.3,29,266.8,30,412.1,32,0.4,321,206,8-2,6-4-0
Jacksonville Jaguars,127.5,8,215.1,21,342.6,19,127.5,24,215.1,12,342.6,14,0.4,240,226,6-4,5-5-0
Kansas City Chiefs,115.3,16,262.5,4,377.8,6,115.3,16,262.5,29,377.8,27,0.1,254,181,5-5,5-5-0
Los Angeles Rams,114.0,18,255.7,6,369.7,9,114.0,14,255.7,27,369.7,24,1.1,272,172,8-2,7-3-0
Los Angeles Chargers,115.7,15,252.0,9,367.7,10,115.7,17,252.0,24,367.7,23,-0.1,246,238,7-4,5-6-0
Las Vegas Raiders,81.4,30,209.0,24,290.4,30,81.4,2,209.0,9,290.4,3,-0.3,155,253,2-8,4-6-0
Miami Dolphins,112.8,21,201.5,27,314.3,26,112.8,11,201.5,6,314.3,7,-0.5,226,269,4-7,6-5-0
Minnesota Vikings,103.4,25,213.2,22,316.6,24,103.4,7,213.2,11,316.6,9,-1.1,218,232,4-6,4-6-0
New England Patriots,112.9,20,258.9,5,371.8,8,112.9,12,258.9,28,371.8,25,0.0,292,206,9-2,8-3-0
New Orleans Saints,92.8,28,219.1,20,311.9,27,92.8,4,219.1,13,311.9,6,-0.4,155,250,2-8,3-7-0
New York Giants,124.7,10,222.6,18,347.4,15,124.7,22,222.6,15,347.4,18,-0.5,237,300,2-9,6-5-0
New York Jets,141.6,5,164.2,32,305.8,28,141.6,27,164.2,1,305.8,5,-1.2,209,268,2-8,5-5-0
Philadelphia Eagles,115.2,17,199.5,29,314.7,25,115.2,15,199.5,4,314.7,8,0.5,234,201,8-2,7-3-0
Pittsburgh Steelers,88.2,29,210.8,23,299.0,29,88.2,3,210.8,10,299.0,4,0.7,246,232,6-4,5-5-0
Seattle Seahawks,116.4,14,255.6,7,372.0,7,116.4,18,255.6,26,372.0,26,-0.6,294,193,7-3,8-2-0
San Francisco 49ers,94.8,27,267.0,2,361.8,11,94.8,5,267.0,31,361.8,22,-0.5,261,252,7-4,6-5-0
Tampa Bay Buccaneers,110.0,22,236.5,16,346.5,16,110.0,10,236.5,17,346.5,17,0.6,252,250,6-4,5-5-0
Tennessee Titans,78.9,31,195.4,30,274.3,32,78.9,1,195.4,3,274.3,1,-0.4,143,273,1-9,4-6-0
Washington Commanders,138.5,6,204.5,26,343.0,18,138.5,26,204.5,7,343.0,15,-0.7,236,296,3-8,3-8-0
