Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Kennesaw State,154.8,59,208.8,71,363.5,67,154.2,84,234.8,92,389.0,97,-1.0,18.2,25.0,2-2,
Kent State,87.5,113,204.0,75,291.5,111,260.2,122,285.5,118,545.8,127,-0.2,18.2,44.0,1-3,
Kentucky,215.0,54,170.7,124,385.7,112,137.3,41,278.3,75,415.7,54,0.7,31.7,23.0,2-1,
Liberty,172.2,48,200.2,78,372.5,59,229.5,120,135.8,20,365.2,83,-0.8,19.5,23.8,1-3,
Louisiana,199.2,32,101.2,127,300.5,103,215.8,117,160.2,35,376.0,90,0.0,21.8,27.5,1-3,
Louisiana Tech,161.5,53,171.5,102,333.0,86,101.5,39,263.8,109,365.2,83,1.8,27.5,14.2,3-1,
Louisville,156.0,95,259.0,83,415.0,99,130.0,37,114.7,4,244.7,8,-0.3,39.7,16.0,3-0,
Lsu,118.2,92,275.0,23,392.8,46,64.2,14,182.2,57,246.5,27,0.5,29.0,9.2,4-0,
Marshall,180.8,44,146.8,111,327.5,91,102.5,40,256.8,103,359.2,81,0.0,26.8,25.2,2-2,
Maryland,102.8,106,265.8,31,368.5,63,92.2,32,208.2,74,300.5,48,1.8,32.5,10.8,4-0,
Massachusetts,76.7,121,183.0,120,259.7,128,157.7,54,276.0,71,433.7,62,-0.3,14.3,38.7,0-3,
Memphis,237.2,13,201.8,77,439.0,29,95.5,35,212.8,77,308.2,53,0.8,35.8,16.0,4-0,
Miami,180.0,45,270.0,26,450.0,22,76.5,21,168.2,41,244.8,26,0.8,36.8,11.5,4-0,
Miami (oh),94.0,118,199.7,109,293.7,126,182.3,69,246.7,60,429.0,59,-1.0,18.3,34.3,0-3,
Michigan,256.8,6,183.2,93,440.0,28,78.2,23,213.8,81,292.0,42,1.2,35.0,17.8,3-1,
Michigan State,153.0,60,220.2,62,373.2,58,119.0,55,263.5,108,382.5,93,0.0,34.2,28.8,3-1,
Middle Tennessee,64.0,119,215.8,66,279.8,113,179.2,107,225.8,87,405.0,103,0.2,16.5,32.8,1-3,
Minnesota,180.3,78,240.3,98,420.7,98,41.3,1,136.3,10,177.7,1,0.3,34.3,12.3,2-1,
Mississippi State,207.0,26,237.0,51,444.0,25,136.8,69,127.5,18,264.2,31,1.2,39.8,11.8,4-0,
Missouri,298.5,2,256.2,36,554.8,6,66.2,16,150.5,30,216.8,18,0.0,46.0,16.8,4-0,
Missouri State,84.2,114,277.2,22,361.5,69,165.5,96,219.5,84,385.0,95,-0.2,21.5,32.8,2-2,
Navy,376.7,3,118.0,128,494.7,60,82.3,11,235.7,49,318.0,23,0.7,44.0,18.0,3-0,
Nc State,175.2,47,270.8,25,446.0,23,123.8,58,290.2,122,414.0,111,-0.5,31.5,29.2,3-1,
Nebraska,145.5,66,351.8,3,497.2,11,174.5,101,75.8,1,250.2,28,1.0,43.5,13.5,3-1,
Nevada,189.5,36,150.0,108,339.5,82,132.8,65,247.8,99,380.5,92,-1.5,15.0,27.0,1-3,
New Mexico,188.7,72,174.7,122,363.3,114,143.7,46,244.3,58,388.0,40,-1.0,28.0,22.0,2-1,
New Mexico State,48.3,123,253.3,87,301.7,125,187.7,73,214.3,36,402.0,49,-0.3,18.0,22.0,2-1,
North Carolina,113.5,99,150.0,108,263.5,118,136.8,69,208.0,73,344.8,71,0.0,21.0,22.8,2-2,
North Texas,176.8,46,262.2,33,439.0,29,174.5,101,121.8,16,296.2,45,2.0,47.0,19.5,4-0,
Northern Illinois,162.0,89,114.0,129,276.0,127,147.0,48,189.7,25,336.7,29,0.0,12.7,25.0,1-2,
Northwestern,178.3,80,180.3,121,358.7,116,172.0,60,153.0,11,325.0,25,-2.0,19.7,21.3,1-2,
Notre Dame Fighting Irish,162.7,88,265.0,81,427.7,95,110.3,27,289.3,83,399.7,47,-0.3,40.0,32.7,1-2,
Ohio,192.5,35,222.2,59,414.8,37,159.5,90,266.5,110,426.0,114,0.2,27.2,29.0,2-2,
Ohio State Buckeyes,192.3,69,283.3,69,475.7,71,109.3,26,118.3,6,227.7,7,0.3,40.3,5.3,3-0,
Oklahoma,126.0,84,305.0,14,431.0,31,89.2,30,118.5,12,207.8,15,-1.5,31.2,9.0,4-0,
Oklahoma State,152.0,98,172.3,123,324.3,124,211.0,87,215.7,37,426.7,58,0.0,14.0,31.7,1-2,
Old Dominion,245.7,40,216.3,104,462.0,77,204.0,82,187.0,24,391.0,43,0.7,37.7,19.7,2-1,
Ole Miss,219.0,21,324.8,9,543.8,8,190.5,112,166.2,40,356.8,79,-0.5,44.8,18.8,4-0,
Oregon Ducks,255.2,8,268.5,28,523.8,9,108.8,47,120.0,14,228.8,20,1.0,50.8,9.2,4-0,
Oregon State,74.0,117,248.0,42,322.0,93,184.0,110,281.5,117,465.5,120,-1.0,15.8,39.0,0-4,
Penn State,193.7,67,243.7,95,437.3,90,101.0,20,123.3,8,224.3,6,2.0,44.0,5.7,3-0,
Pittsburgh,109.7,115,315.0,52,424.7,96,83.7,13,202.7,31,286.3,17,0.0,43.3,19.0,2-1,
Purdue,108.8,103,279.5,21,388.2,49,158.5,88,213.0,78,371.5,86,-1.2,28.0,26.5,2-2,
Rice,246.2,11,77.0,131,323.2,92,133.2,66,171.5,45,304.8,51,0.2,22.2,20.2,3-1,
Rutgers,141.0,73,304.8,15,445.8,24,151.5,78,192.0,65,343.5,69,0.5,41.8,24.0,3-1,
Sam Houston,108.5,104,160.2,105,268.8,117,161.8,92,321.8,124,483.5,123,0.2,16.2,42.8,0-4,
San Diego State,148.0,101,186.0,118,330.3,121,86.3,15,175.7,19,262.0,11,1.0,29.7,12.0,2-1,
San José State,119.3,111,239.3,99,358.7,116,184.7,71,221.3,39,406.0,50,-1.7,17.3,27.3,1-2,
Smu,141.0,73,281.5,19,422.5,33,115.2,51,334.5,125,449.8,117,0.2,34.8,26.5,2-2,
South Alabama,186.5,39,193.0,84,379.5,55,199.8,115,144.5,27,344.2,70,-0.8,26.0,30.8,1-3,
South Carolina,81.8,116,220.2,62,302.0,102,152.5,81,194.2,66,346.8,74,0.2,22.2,20.2,2-2,
South Florida,134.2,79,265.5,32,399.8,44,132.5,64,271.0,113,403.5,102,1.0,31.8,21.5,3-1,
Southern Miss,118.2,92,273.5,24,391.8,47,143.8,75,255.5,102,399.2,100,0.8,28.2,26.5,2-2,
Stanford,114.0,98,180.8,97,294.8,107,129.8,62,275.5,114,405.2,104,-0.2,18.2,29.5,1-3,
Syracuse,119.8,90,354.0,2,473.8,15,162.2,93,296.2,123,458.5,119,-0.2,38.2,27.5,3-1,
Tcu,175.7,82,341.3,37,517.0,50,107.0,24,246.0,59,353.0,32,0.7,41.7,19.7,3-0,
Temple,183.2,42,182.2,96,365.5,64,180.0,108,171.5,45,351.5,75,1.2,31.0,26.0,2-2,
Tennessee,221.5,18,337.8,5,559.2,5,93.2,33,279.0,116,372.2,88,0.2,53.5,27.8,3-1,
Texas Aandm,157.0,93,323.3,48,480.3,70,139.0,44,211.7,33,350.7,30,0.0,42.3,28.7,3-0,
Texas Longhorns,203.0,30,236.0,53,439.0,29,59.8,9,152.2,32,212.0,16,0.8,31.8,7.8,3-1,
Texas State,223.2,17,219.5,64,442.8,26,198.2,114,188.0,63,386.2,96,-0.8,36.2,25.0,3-1,
Texas Tech,208.5,25,365.5,1,574.0,3,56.5,6,181.2,56,237.8,22,1.0,52.0,11.2,4-0,
Toledo,204.2,29,214.2,67,418.5,36,101.5,39,145.0,28,246.5,27,0.8,33.5,14.8,2-2,
Troy,138.2,75,160.2,105,298.5,105,131.8,63,186.5,62,318.2,56,-0.5,20.5,23.0,2-2,
Tulane,211.0,23,172.8,101,383.8,52,161.5,91,253.0,101,414.5,112,1.5,25.0,26.5,3-1,
Tulsa,188.5,37,219.8,63,408.2,41,177.8,104,176.0,48,353.8,78,0.0,22.8,20.5,2-2,
USC Trojans,251.0,9,331.5,7,582.5,2,91.8,31,231.0,88,322.8,60,1.0,52.5,20.2,4-0,
Uab,117.2,94,320.0,12,437.2,30,223.8,118,259.2,104,483.0,122,-0.8,32.8,41.0,2-2,
Ucf,203.0,61,247.0,90,450.0,85,129.3,36,117.0,5,246.3,9,1.7,39.7,8.7,3-0,
Ucla,122.0,110,202.7,107,324.7,123,245.0,109,187.0,24,432.0,61,-0.7,14.3,36.0,0-3,
Uconn,209.0,24,297.2,17,506.2,10,148.8,77,259.8,105,408.5,107,0.8,37.8,27.2,2-2,
Ul Monroe,218.7,51,109.0,130,327.7,122,108.7,25,276.7,72,385.3,38,-0.3,20.0,32.7,2-1,
Unlv,206.5,27,244.2,46,450.8,21,152.2,80,275.5,114,427.8,115,1.5,36.8,28.2,4-0,
Utah,242.8,12,210.8,70,453.5,20,110.8,49,178.2,52,289.0,38,0.5,36.8,14.8,3-1,
Utah State,182.5,43,246.2,44,428.8,32,178.2,105,202.2,70,380.5,92,0.5,36.8,24.2,3-1,
Utep,95.0,108,269.2,27,364.2,66,171.0,100,197.8,69,368.8,85,-1.0,23.2,25.8,1-3,
Utsa,214.2,22,200.0,79,414.2,38,117.2,52,288.8,121,406.0,105,0.8,31.2,30.2,2-2,
Vanderbilt,224.0,16,258.5,34,482.5,13,69.8,17,180.5,54,250.2,28,1.2,47.5,12.8,4-0,
Virginia,255.8,7,313.0,13,568.8,4,103.5,42,213.2,79,316.8,55,0.2,45.5,19.5,3-1,
Virginia Tech,137.8,77,232.0,55,369.8,61,159.2,89,213.8,81,373.0,89,-0.8,23.8,29.8,1-3,
Wake Forest,154.0,97,246.3,92,400.3,104,132.3,38,184.7,22,317.0,22,-1.0,25.3,17.7,2-1,
Washington,260.7,34,276.0,72,536.7,43,63.0,4,199.7,29,262.7,12,1.3,55.7,18.3,3-0,
Washington State,60.0,120,238.2,50,298.2,106,152.0,79,177.8,51,329.8,64,-1.8,20.8,35.2,2-2,
West Virginia,205.2,28,203.0,76,408.2,41,135.2,68,191.5,64,326.8,63,-0.8,24.0,21.2,2-2,
Western Kentucky,118.5,91,322.5,11,441.0,27,210.0,116,170.0,44,380.0,91,0.0,37.0,22.8,3-1,
Western Michigan,112.2,100,141.8,115,254.0,120,179.0,106,166.0,39,345.0,72,0.0,12.5,26.8,1-3,
Wisconsin,122.8,87,205.8,73,328.5,88,50.0,5,234.5,91,284.5,36,-0.5,20.8,18.8,2-2,
Wyoming,160.5,56,185.0,91,345.5,79,163.0,94,196.0,68,359.0,80,0.2,16.8,18.8,2-2,
