season,week,team_raw,team_norm,team,pr,pr_rank,sos,sos_rank,hfa,source_url,fetched_at,page_stamp
2025,12,San Francisco 49ers,San Francisco 49ers,San Francisco 49ers,21.28,14,20.63,11,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh Steelers,20.65,15,19.19,23,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers,20.42,16,19.15,24,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville Jaguars,20.25,17,20.81,9,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Chicago Bears,Chicago Bears,Chicago Bears,20.03,18,19.05,27,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Minnesota Vikings,Minnesota Vikings,Minnesota Vikings,19.55,19,20.11,17,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Washington Redskins,Washington Commanders,Washington Commanders,19.28,20,20.21,16,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,17.74,21,19.58,22,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,17.44,22,19.64,21,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Atlanta Falcons,Atlanta Falcons,Atlanta Falcons,17.06,23,19.7,20,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Cincinnati Bengals,Cincinnati Bengals,Cincinnati Bengals,16.46,24,20.43,15,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Carolina Panthers,Carolina Panthers,Carolina Panthers,16.04,25,18.63,28,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Miami Dolphins,Miami Dolphins,Miami Dolphins,15.83,26,19.96,18,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,New York Giants,New York Giants,New York Giants,15.77,27,21.94,1,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Las Vegas Raiders,Las Vegas Raiders,Las Vegas Raiders,14.94,28,20.54,14,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Cleveland Browns,Cleveland Browns,Cleveland Browns,14.5,29,20.97,8,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,New York Jets,New York Jets,New York Jets,13.95,30,19.14,25,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,New Orleans Saints,New Orleans Saints,New Orleans Saints,12.17,31,20.79,10,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,12,Tennessee Titans,Tennessee Titans,Tennessee Titans,11.98,32,21.45,6,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T22:27:01.051841Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
