season,week,team_raw,team_norm,team,pr,pr_rank,sos,sos_rank,hfa,source_url,fetched_at,page_stamp
2025,10,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville Jaguars,20.25,17,20.81,9,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Chicago Bears,Chicago Bears,Chicago Bears,20.03,18,19.05,27,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Minnesota Vikings,Minnesota Vikings,Minnesota Vikings,19.55,19,20.11,17,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Washington Redskins,Washington Commanders,Washington Commanders,19.28,20,20.21,16,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,17.74,21,19.58,22,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,17.44,22,19.64,21,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Atlanta Falcons,Atlanta Falcons,Atlanta Falcons,17.06,23,19.7,20,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Cincinnati Bengals,Cincinnati Bengals,Cincinnati Bengals,16.46,24,20.43,15,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Carolina Panthers,Carolina Panthers,Carolina Panthers,16.04,25,18.63,28,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Miami Dolphins,Miami Dolphins,Miami Dolphins,15.83,26,19.96,18,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,New York Giants,New York Giants,New York Giants,15.77,27,21.94,1,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Las Vegas Raiders,Las Vegas Raiders,Las Vegas Raiders,14.94,28,20.54,14,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Cleveland Browns,Cleveland Browns,Cleveland Browns,14.5,29,20.97,8,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,New York Jets,New York Jets,New York Jets,13.95,30,19.14,25,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,New Orleans Saints,New Orleans Saints,New Orleans Saints,12.17,31,20.79,10,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
2025,10,Tennessee Titans,Tennessee Titans,Tennessee Titans,11.98,32,21.45,6,2.58,http://sagarin.com/sports/nflsend.htm,2025-11-23T01:52:58.142253Z,NFL 2025 through games of 2025 November 17 Monday - Week 11
