away_ats,away_pa_pg,away_pass_def_rank,away_pass_rank,away_pf_pg,away_pr,away_pr_rank,away_py_allowed_pg,away_py_pg,away_rush_def_rank,away_rush_rank,away_ry_allowed_pg,away_ry_pg,away_sos,away_sos_rank,away_su,away_team_norm,away_team_raw,away_to_margin_pg,away_tot_def_rank,away_tot_off_rank,away_ty_allowed_pg,away_ty_pg,favored_side,game_key,hfa,home_ats,home_pa_pg,home_pass_def_rank,home_pass_rank,home_pf_pg,home_pr,home_pr_rank,home_py_allowed_pg,home_py_pg,home_rush_def_rank,home_rush_rank,home_ry_allowed_pg,home_ry_pg,home_sos,home_sos_rank,home_su,home_team_norm,home_team_raw,home_to_margin_pg,home_tot_def_rank,home_tot_off_rank,home_ty_allowed_pg,home_ty_pg,is_closing,kickoff_iso_utc,moneyline_away,moneyline_home,odds_source,rating_diff,rating_diff_favored_team,rating_vs_odds,rating_vs_odds_favored_team,raw_sources,season,snapshot_at,source_uid,spread_favored_team,spread_home_relative,total,week
,27.5,75,126,15.7,49.27,128.0,227.8,127.3,102,91,173.8,137.2,61.71,97.0,4-6,Ball State,Ball State,-0.1,91,131,401.6,264.5,,20251122_1900_ball_state_toledo,3.43,,13.4,4,46,32.0,71.89,58.0,143.0,250.4,7,48,90.0,175.0,57.03,132.0,6-4,Toledo,Toledo,0.5,2,39,233.0,425.4,,2025-11-22T19:00:00Z,,,,22.62,,,,"{'league_metrics_away': {'ATS': None, 'PA': 27.5, 'PF': 15.7, 'PY(D)': 227.8, 'PY(O)': 127.3, 'R(D)_PY': 75, 'R(D)_RY': 102, 'R(D)_TY': 91, 'R(O)_PY': 126, 'R(O)_RY': 91, 'R(O)_TY': 131, 'RY(D)': 173.8, 'RY(O)': 137.2, 'SU': '4-6', 'TO': -0.1, 'TY(D)': 401.6, 'TY(O)': 264.5, 'Team': 'Ball State'}, 'league_metrics_home': {'ATS': None, 'PA': 13.4, 'PF': 32.0, 'PY(D)': 143.0, 'PY(O)': 250.4, 'R(D)_PY': 4, 'R(D)_RY': 7, 'R(D)_TY': 2, 'R(O)_PY': 46, 'R(O)_RY': 48, 'R(O)_TY': 39, 'RY(D)': 90.0, 'RY(O)': 175.0, 'SU': '6-4', 'TO': 0.5, 'TY(D)': 233.0, 'TY(O)': 425.4, 'Team': 'Toledo'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 49.27, 'pr_rank': 128, 'season': 2025, 'sos': 61.71, 'sos_rank': 97, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Ball State', 'team_norm': 'Ball State', 'team_raw': 'Ball State', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 71.89, 'pr_rank': 58, 'season': 2025, 'sos': 57.03, 'sos_rank': 132, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Toledo', 'team_norm': 'Toledo', 'team_raw': 'Toledo', 'week': 13}, 'schedule_row': {'away_team': 'Ball State', 'conference_game': True, 'home_team': 'Toledo', 'id': 401762867, 'kickoff_iso_utc': '2025-11-22T19:00:00Z', 'season': 2025, 'venue': 'Glass Bowl', 'week': 13}}",2025,,401762867,,,,13
,25.7,66,35,24.1,,,222.1,264.9,56,114,143.4,111.8,,,7-3,Missouri State,Missouri State,0.2,61,81,365.5,376.7,,20251122_1900_missouri_state_kennesaw_state,,,22.5,78,67,26.0,,,228.9,232.1,85,56,159.2,167.5,,,7-3,Kennesaw State,Kennesaw State,-0.4,79,64,388.1,399.6,,2025-11-22T19:00:00Z,,,,,,,,"{'league_metrics_away': {'ATS': None, 'PA': 25.7, 'PF': 24.1, 'PY(D)': 222.1, 'PY(O)': 264.9, 'R(D)_PY': 66, 'R(D)_RY': 56, 'R(D)_TY': 61, 'R(O)_PY': 35, 'R(O)_RY': 114, 'R(O)_TY': 81, 'RY(D)': 143.4, 'RY(O)': 111.8, 'SU': '7-3', 'TO': 0.2, 'TY(D)': 365.5, 'TY(O)': 376.7, 'Team': 'Missouri State'}, 'league_metrics_home': {'ATS': None, 'PA': 22.5, 'PF': 26.0, 'PY(D)': 228.9, 'PY(O)': 232.1, 'R(D)_PY': 78, 'R(D)_RY': 85, 'R(D)_TY': 79, 'R(O)_PY': 67, 'R(O)_RY': 56, 'R(O)_TY': 64, 'RY(D)': 159.2, 'RY(O)': 167.5, 'SU': '7-3', 'TO': -0.4, 'TY(D)': 388.1, 'TY(O)': 399.6, 'Team': 'Kennesaw State'}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 59.8, 'pr_rank': 101, 'season': 2025, 'sos': 57.49, 'sos_rank': 131, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Kennesaw State', 'team_norm': 'Kennesaw State', 'team_raw': 'Kennesaw State', 'week': 13}, 'schedule_row': {'away_team': 'Missouri State', 'conference_game': True, 'home_team': 'Kennesaw State', 'id': 401757306, 'kickoff_iso_utc': '2025-11-22T19:00:00Z', 'season': 2025, 'venue': 'Fifth Third Stadium', 'week': 13}}",2025,,401757306,,,,13
,28.1,65,119,18.1,55.91,114.0,222.0,156.0,73,83,151.0,145.7,64.01,78.0,2-8,Nevada,Nevada,-1.1,70,126,373.0,301.7,,20251122_1900_nevada_wyoming,3.43,,20.6,17,101,17.8,57.4,110.0,175.9,184.2,93,82,168.5,145.9,60.98,106.0,4-6,Wyoming,Wyoming,-0.4,45,109,344.4,330.1,,2025-11-22T19:00:00Z,,,,1.49,,,,"{'league_metrics_away': {'ATS': None, 'PA': 28.1, 'PF': 18.1, 'PY(D)': 222.0, 'PY(O)': 156.0, 'R(D)_PY': 65, 'R(D)_RY': 73, 'R(D)_TY': 70, 'R(O)_PY': 119, 'R(O)_RY': 83, 'R(O)_TY': 126, 'RY(D)': 151.0, 'RY(O)': 145.7, 'SU': '2-8', 'TO': -1.1, 'TY(D)': 373.0, 'TY(O)': 301.7, 'Team': 'Nevada'}, 'league_metrics_home': {'ATS': None, 'PA': 20.6, 'PF': 17.8, 'PY(D)': 175.9, 'PY(O)': 184.2, 'R(D)_PY': 17, 'R(D)_RY': 93, 'R(D)_TY': 45, 'R(O)_PY': 101, 'R(O)_RY': 82, 'R(O)_TY': 109, 'RY(D)': 168.5, 'RY(O)': 145.9, 'SU': '4-6', 'TO': -0.4, 'TY(D)': 344.4, 'TY(O)': 330.1, 'Team': 'Wyoming'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 55.91, 'pr_rank': 114, 'season': 2025, 'sos': 64.01, 'sos_rank': 78, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Nevada', 'team_norm': 'Nevada', 'team_raw': 'Nevada', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 57.4, 'pr_rank': 110, 'season': 2025, 'sos': 60.98, 'sos_rank': 106, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Wyoming', 'team_norm': 'Wyoming', 'team_raw': 'Wyoming', 'week': 13}, 'schedule_row': {'away_team': 'Nevada', 'conference_game': True, 'home_team': 'Wyoming', 'id': 401760419, 'kickoff_iso_utc': '2025-11-22T19:00:00Z', 'season': 2025, 'venue': 'War Memorial Stadium', 'week': 13}}",2025,,401760419,,,,13
,31.3,114,95,32.6,62.09,94.0,265.1,198.7,66,21,147.2,207.6,61.98,95.0,5-5,Marshall,Marshall,0.9,102,58,412.3,406.3,,20251122_1930_marshall_app_state,3.43,,30.4,123,26,24.9,56.37,113.0,274.4,273.8,51,111,137.9,115.8,59.64,117.0,4-6,App State,App State,-0.5,102,71,412.3,389.6,,2025-11-22T19:30:00Z,,,,-5.72,,,,"{'league_metrics_away': {'ATS': None, 'PA': 31.3, 'PF': 32.6, 'PY(D)': 265.1, 'PY(O)': 198.7, 'R(D)_PY': 114, 'R(D)_RY': 66, 'R(D)_TY': 102, 'R(O)_PY': 95, 'R(O)_RY': 21, 'R(O)_TY': 58, 'RY(D)': 147.2, 'RY(O)': 207.6, 'SU': '5-5', 'TO': 0.9, 'TY(D)': 412.3, 'TY(O)': 406.3, 'Team': 'Marshall'}, 'league_metrics_home': {'ATS': None, 'PA': 30.4, 'PF': 24.9, 'PY(D)': 274.4, 'PY(O)': 273.8, 'R(D)_PY': 123, 'R(D)_RY': 51, 'R(D)_TY': 102, 'R(O)_PY': 26, 'R(O)_RY': 111, 'R(O)_TY': 71, 'RY(D)': 137.9, 'RY(O)': 115.8, 'SU': '4-6', 'TO': -0.5, 'TY(D)': 412.3, 'TY(O)': 389.6, 'Team': 'App State'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 62.09, 'pr_rank': 94, 'season': 2025, 'sos': 61.98, 'sos_rank': 95, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Marshall', 'team_norm': 'Marshall', 'team_raw': 'Marshall', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 56.37, 'pr_rank': 113, 'season': 2025, 'sos': 59.64, 'sos_rank': 117, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Appalachian State', 'team_norm': 'Appalachian State', 'team_raw': 'Appalachian State', 'week': 13}, 'schedule_row': {'away_team': 'Marshall', 'conference_game': True, 'home_team': 'App State', 'id': 401761656, 'kickoff_iso_utc': '2025-11-22T19:30:00Z', 'season': 2025, 'venue': 'Kidd Brewer Stadium', 'week': 13}}",2025,,401761656,,,,13
,23.6,42,94,23.7,58.2,106.0,200.3,199.3,88,50,163.0,174.2,58.24,126.0,4-6,Liberty,Liberty,-0.3,59,83,363.3,373.5,,20251122_2000_liberty_louisiana_tech,3.43,,19.8,88,105,25.6,60.54,98.0,237.5,181.5,43,58,130.3,164.9,58.31,125.0,5-5,Louisiana Tech,Louisiana Tech,0.5,64,97,367.8,346.4,,2025-11-22T20:00:00Z,,,,2.34,,,,"{'league_metrics_away': {'ATS': None, 'PA': 23.6, 'PF': 23.7, 'PY(D)': 200.3, 'PY(O)': 199.3, 'R(D)_PY': 42, 'R(D)_RY': 88, 'R(D)_TY': 59, 'R(O)_PY': 94, 'R(O)_RY': 50, 'R(O)_TY': 83, 'RY(D)': 163.0, 'RY(O)': 174.2, 'SU': '4-6', 'TO': -0.3, 'TY(D)': 363.3, 'TY(O)': 373.5, 'Team': 'Liberty'}, 'league_metrics_home': {'ATS': None, 'PA': 19.8, 'PF': 25.6, 'PY(D)': 237.5, 'PY(O)': 181.5, 'R(D)_PY': 88, 'R(D)_RY': 43, 'R(D)_TY': 64, 'R(O)_PY': 105, 'R(O)_RY': 58, 'R(O)_TY': 97, 'RY(D)': 130.3, 'RY(O)': 164.9, 'SU': '5-5', 'TO': 0.5, 'TY(D)': 367.8, 'TY(O)': 346.4, 'Team': 'Louisiana Tech'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 58.2, 'pr_rank': 106, 'season': 2025, 'sos': 58.24, 'sos_rank': 126, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Liberty', 'team_norm': 'Liberty', 'team_raw': 'Liberty', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 60.54, 'pr_rank': 98, 'season': 2025, 'sos': 58.31, 'sos_rank': 125, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Louisiana Tech', 'team_norm': 'Louisiana Tech', 'team_raw': 'Louisiana Tech', 'week': 13}, 'schedule_row': {'away_team': 'Liberty', 'conference_game': True, 'home_team': 'Louisiana Tech', 'id': 401757307, 'kickoff_iso_utc': '2025-11-22T20:00:00Z', 'season': 2025, 'venue': 'Joe Aillet Stadium', 'week': 13}}",2025,,401757307,,,,13
,26.9,97,59,20.1,52.1,123.0,243.2,241.7,76,132,153.5,65.1,58.17,127.0,3-7,New Mexico State,New Mexico State,0.2,86,120,396.7,306.8,,20251122_2000_new_mexico_state_utep,3.43,,27.0,47,86,21.8,51.04,126.0,207.5,210.0,90,116,163.4,111.3,56.94,134.0,2-8,Utep,UTEP,-0.8,66,111,370.9,321.3,,2025-11-22T20:00:00Z,,,,-1.06,,,,"{'league_metrics_away': {'ATS': None, 'PA': 26.9, 'PF': 20.1, 'PY(D)': 243.2, 'PY(O)': 241.7, 'R(D)_PY': 97, 'R(D)_RY': 76, 'R(D)_TY': 86, 'R(O)_PY': 59, 'R(O)_RY': 132, 'R(O)_TY': 120, 'RY(D)': 153.5, 'RY(O)': 65.1, 'SU': '3-7', 'TO': 0.2, 'TY(D)': 396.7, 'TY(O)': 306.8, 'Team': 'New Mexico State'}, 'league_metrics_home': {'ATS': None, 'PA': 27.0, 'PF': 21.8, 'PY(D)': 207.5, 'PY(O)': 210.0, 'R(D)_PY': 47, 'R(D)_RY': 90, 'R(D)_TY': 66, 'R(O)_PY': 86, 'R(O)_RY': 116, 'R(O)_TY': 111, 'RY(D)': 163.4, 'RY(O)': 111.3, 'SU': '2-8', 'TO': -0.8, 'TY(D)': 370.9, 'TY(O)': 321.3, 'Team': 'Utep'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 52.1, 'pr_rank': 123, 'season': 2025, 'sos': 58.17, 'sos_rank': 127, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'New Mexico State', 'team_norm': 'New Mexico State', 'team_raw': 'New Mexico State', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 51.04, 'pr_rank': 126, 'season': 2025, 'sos': 56.94, 'sos_rank': 134, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Utep', 'team_norm': 'Utep', 'team_raw': 'UTEP', 'week': 13}, 'schedule_row': {'away_team': 'New Mexico State', 'conference_game': True, 'home_team': 'UTEP', 'id': 401757309, 'kickoff_iso_utc': '2025-11-22T20:00:00Z', 'season': 2025, 'venue': 'Sun Bowl', 'week': 13}}",2025,,401757309,,,,13
,36.7,125,109,18.0,45.47,133.0,275.2,176.4,122,93,199.5,131.9,60.39,109.0,2-8,Sam Houston,Sam Houston,0.6,131,117,474.7,308.3,,20251122_2000_sam_houston_middle_tennessee,3.43,,33.0,104,34,20.7,48.63,130.0,248.2,265.1,86,128,159.4,88.2,57.92,129.0,1-9,Middle Tennessee,Middle Tennessee,-0.1,96,92,407.6,353.3,,2025-11-22T20:00:00Z,,,,3.16,,,,"{'league_metrics_away': {'ATS': None, 'PA': 36.7, 'PF': 18.0, 'PY(D)': 275.2, 'PY(O)': 176.4, 'R(D)_PY': 125, 'R(D)_RY': 122, 'R(D)_TY': 131, 'R(O)_PY': 109, 'R(O)_RY': 93, 'R(O)_TY': 117, 'RY(D)': 199.5, 'RY(O)': 131.9, 'SU': '2-8', 'TO': 0.6, 'TY(D)': 474.7, 'TY(O)': 308.3, 'Team': 'Sam Houston'}, 'league_metrics_home': {'ATS': None, 'PA': 33.0, 'PF': 20.7, 'PY(D)': 248.2, 'PY(O)': 265.1, 'R(D)_PY': 104, 'R(D)_RY': 86, 'R(D)_TY': 96, 'R(O)_PY': 34, 'R(O)_RY': 128, 'R(O)_TY': 92, 'RY(D)': 159.4, 'RY(O)': 88.2, 'SU': '1-9', 'TO': -0.1, 'TY(D)': 407.6, 'TY(O)': 353.3, 'Team': 'Middle Tennessee'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 45.47, 'pr_rank': 133, 'season': 2025, 'sos': 60.39, 'sos_rank': 109, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Sam Houston State', 'team_norm': 'Sam Houston State', 'team_raw': 'Sam Houston State', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 48.63, 'pr_rank': 130, 'season': 2025, 'sos': 57.92, 'sos_rank': 129, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Middle Tennessee', 'team_norm': 'Middle Tennessee', 'team_raw': 'Middle Tennessee', 'week': 13}, 'schedule_row': {'away_team': 'Sam Houston', 'conference_game': True, 'home_team': 'Middle Tennessee', 'id': 401757308, 'kickoff_iso_utc': '2025-11-22T20:00:00Z', 'season': 2025, 'venue': 'Johnny ""Red"" Floyd Stadium', 'week': 13}}",2025,,401757308,,,,13
,25.9,115,30,41.6,77.78,32.0,266.4,268.1,45,12,131.9,224.4,67.26,67.0,7-3,South Florida,South Florida,0.6,87,7,398.3,492.5,,20251122_2000_south_florida_uab,3.43,,38.7,76,24,26.8,52.0,124.0,227.9,277.0,114,96,191.6,130.5,65.72,73.0,3-7,Uab,UAB,-1.1,107,55,419.5,407.5,,2025-11-22T20:00:00Z,,,,-25.78,,,,"{'league_metrics_away': {'ATS': None, 'PA': 25.9, 'PF': 41.6, 'PY(D)': 266.4, 'PY(O)': 268.1, 'R(D)_PY': 115, 'R(D)_RY': 45, 'R(D)_TY': 87, 'R(O)_PY': 30, 'R(O)_RY': 12, 'R(O)_TY': 7, 'RY(D)': 131.9, 'RY(O)': 224.4, 'SU': '7-3', 'TO': 0.6, 'TY(D)': 398.3, 'TY(O)': 492.5, 'Team': 'South Florida'}, 'league_metrics_home': {'ATS': None, 'PA': 38.7, 'PF': 26.8, 'PY(D)': 227.9, 'PY(O)': 277.0, 'R(D)_PY': 76, 'R(D)_RY': 114, 'R(D)_TY': 107, 'R(O)_PY': 24, 'R(O)_RY': 96, 'R(O)_TY': 55, 'RY(D)': 191.6, 'RY(O)': 130.5, 'SU': '3-7', 'TO': -1.1, 'TY(D)': 419.5, 'TY(O)': 407.5, 'Team': 'Uab'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 77.78, 'pr_rank': 32, 'season': 2025, 'sos': 67.26, 'sos_rank': 67, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'South Florida', 'team_norm': 'South Florida', 'team_raw': 'South Florida', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 52.0, 'pr_rank': 124, 'season': 2025, 'sos': 65.72, 'sos_rank': 73, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Uab', 'team_norm': 'Uab', 'team_raw': 'UAB', 'week': 13}, 'schedule_row': {'away_team': 'South Florida', 'conference_game': True, 'home_team': 'UAB', 'id': 401762511, 'kickoff_iso_utc': '2025-11-22T20:00:00Z', 'season': 2025, 'venue': 'Protective Stadium', 'week': 13}}",2025,,401762511,,,,13
,24.1,72,5,35.9,67.46,73.0,203.5,287.3,126,41,184.7,164.0,56.91,136.0,8-3,Uconn,UConn,1.1,114,6,388.3,451.3,,20251122_2000_uconn_florida_atlantic,3.43,,34.6,52,2,30.6,58.53,103.0,211.8,329.3,121,126,199.2,103.0,62.95,85.0,4-6,Florida Atlantic,Florida Atlantic,-1.5,101,32,411.0,432.3,,2025-11-22T20:00:00Z,,,,-8.93,,,,"{'league_metrics_away': {'ATS': None, 'PA': 24.1, 'PF': 35.9, 'PY(D)': 203.5, 'PY(O)': 287.3, 'R(D)_PY': 72, 'R(D)_RY': 126, 'R(D)_TY': 114, 'R(O)_PY': 5, 'R(O)_RY': 41, 'R(O)_TY': 6, 'RY(D)': 184.7, 'RY(O)': 164.0, 'SU': '8-3', 'TO': 1.1, 'TY(D)': 388.3, 'TY(O)': 451.3, 'Team': 'Uconn'}, 'league_metrics_home': {'ATS': None, 'PA': 34.6, 'PF': 30.6, 'PY(D)': 211.8, 'PY(O)': 329.3, 'R(D)_PY': 52, 'R(D)_RY': 121, 'R(D)_TY': 101, 'R(O)_PY': 2, 'R(O)_RY': 126, 'R(O)_TY': 32, 'RY(D)': 199.2, 'RY(O)': 103.0, 'SU': '4-6', 'TO': -1.5, 'TY(D)': 411.0, 'TY(O)': 432.3, 'Team': 'Florida Atlantic'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 67.46, 'pr_rank': 73, 'season': 2025, 'sos': 56.91, 'sos_rank': 136, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Connecticut', 'team_norm': 'Connecticut', 'team_raw': 'Connecticut', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 58.53, 'pr_rank': 103, 'season': 2025, 'sos': 62.95, 'sos_rank': 85, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Florida Atlantic', 'team_norm': 'Florida Atlantic', 'team_raw': 'Florida Atlantic', 'week': 13}, 'schedule_row': {'away_team': 'UConn', 'conference_game': False, 'home_team': 'Florida Atlantic', 'id': 401757175, 'kickoff_iso_utc': '2025-11-22T20:00:00Z', 'season': 2025, 'venue': 'FAU Stadium', 'week': 13}}",2025,,401757175,,,,13
,32.3,99,36,34.1,75.63,43.0,245.3,264.6,110,22,182.7,205.7,80.07,3.0,2-8,Arkansas,Arkansas,-1.0,115,16,428.0,470.3,,20251122_2030_arkansas_texas_longhorns,3.43,,18.3,86,51,27.6,86.28,15.0,235.1,246.6,5,100,83.2,124.4,76.37,14.0,7-3,Texas Longhorns,Texas,0.8,23,84,318.3,371.0,,2025-11-22T20:30:00Z,,,,10.65,,,,"{'league_metrics_away': {'ATS': None, 'PA': 32.3, 'PF': 34.1, 'PY(D)': 245.3, 'PY(O)': 264.6, 'R(D)_PY': 99, 'R(D)_RY': 110, 'R(D)_TY': 115, 'R(O)_PY': 36, 'R(O)_RY': 22, 'R(O)_TY': 16, 'RY(D)': 182.7, 'RY(O)': 205.7, 'SU': '2-8', 'TO': -1.0, 'TY(D)': 428.0, 'TY(O)': 470.3, 'Team': 'Arkansas'}, 'league_metrics_home': {'ATS': None, 'PA': 18.3, 'PF': 27.6, 'PY(D)': 235.1, 'PY(O)': 246.6, 'R(D)_PY': 86, 'R(D)_RY': 5, 'R(D)_TY': 23, 'R(O)_PY': 51, 'R(O)_RY': 100, 'R(O)_TY': 84, 'RY(D)': 83.2, 'RY(O)': 124.4, 'SU': '7-3', 'TO': 0.8, 'TY(D)': 318.3, 'TY(O)': 371.0, 'Team': 'Texas Longhorns'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 75.63, 'pr_rank': 43, 'season': 2025, 'sos': 80.07, 'sos_rank': 3, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Arkansas', 'team_norm': 'Arkansas', 'team_raw': 'Arkansas', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 86.28, 'pr_rank': 15, 'season': 2025, 'sos': 76.37, 'sos_rank': 14, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Texas Longhorns', 'team_norm': 'Texas Longhorns', 'team_raw': 'Texas', 'week': 13}, 'schedule_row': {'away_team': 'Arkansas', 'conference_game': True, 'home_team': 'Texas', 'id': 401752780, 'kickoff_iso_utc': '2025-11-22T20:30:00Z', 'season': 2025, 'venue': 'DKR-Texas Memorial Stadium', 'week': 13}}",2025,,401752780,,,,13
