away_ats,away_pa_pg,away_pass_def_rank,away_pass_rank,away_pf_pg,away_pr,away_pr_rank,away_py_allowed_pg,away_py_pg,away_rush_def_rank,away_rush_rank,away_ry_allowed_pg,away_ry_pg,away_sos,away_sos_rank,away_su,away_team_norm,away_team_raw,away_to_margin_pg,away_tot_def_rank,away_tot_off_rank,away_ty_allowed_pg,away_ty_pg,favored_side,game_key,hfa,home_ats,home_pa_pg,home_pass_def_rank,home_pass_rank,home_pf_pg,home_pr,home_pr_rank,home_py_allowed_pg,home_py_pg,home_rush_def_rank,home_rush_rank,home_ry_allowed_pg,home_ry_pg,home_sos,home_sos_rank,home_su,home_team_norm,home_team_raw,home_to_margin_pg,home_tot_def_rank,home_tot_off_rank,home_ty_allowed_pg,home_ty_pg,is_closing,kickoff_iso_utc,moneyline_away,moneyline_home,odds_source,rating_diff,rating_diff_favored_team,rating_vs_odds,rating_vs_odds_favored_team,raw_sources,season,snapshot_at,source_uid,spread_favored_team,spread_home_relative,total,week,home_score,away_score
,35.9,95,116,11.5,36.28,134.0,256.1,172.4,96,132,183.6,81.6,58.45,126.0,0-8,Massachusetts,Massachusetts,-0.1,103,133,439.8,254.0,,20251105_0000_massachusetts_akron,3.67,1-0-0,29.0,117,83,18.8,51.23,125.0,244.8,199.8,114,91,178.4,127.9,55.86,140.0,3-6,Akron,Akron,0.3,120,96,423.2,327.7,,2025-11-05T00:00:00Z,,,,14.95,,,,"{'league_metrics_away': {'ATS': None, 'PA': 35.9, 'PF': 11.5, 'PY(D)': 256.1, 'PY(O)': 172.4, 'R(D)_PY': 95, 'R(D)_RY': 96, 'R(D)_TY': 103, 'R(O)_PY': 116, 'R(O)_RY': 132, 'R(O)_TY': 133, 'RY(D)': 183.6, 'RY(O)': 81.6, 'SU': '0-8', 'TO': -0.1, 'TY(D)': 439.8, 'TY(O)': 254.0, 'Team': 'Massachusetts'}, 'league_metrics_home': {'ATS': None, 'PA': 29.0, 'PF': 18.8, 'PY(D)': 244.8, 'PY(O)': 199.8, 'R(D)_PY': 117, 'R(D)_RY': 114, 'R(D)_TY': 120, 'R(O)_PY': 83, 'R(O)_RY': 91, 'R(O)_TY': 96, 'RY(D)': 178.4, 'RY(O)': 127.9, 'SU': '3-6', 'TO': 0.3, 'TY(D)': 423.2, 'TY(O)': 327.7, 'Team': 'Akron'}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 36.28, 'pr_rank': 134, 'season': 2025, 'sos': 58.45, 'sos_rank': 126, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Massachusetts', 'team_norm': 'Massachusetts', 'team_raw': 'Massachusetts', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 51.23, 'pr_rank': 125, 'season': 2025, 'sos': 55.86, 'sos_rank': 140, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Akron', 'team_norm': 'Akron', 'team_raw': 'Akron', 'week': 11}, 'schedule_row': {'away_team': 'Massachusetts', 'conference_game': True, 'home_team': 'Akron', 'id': 401762851, 'kickoff_iso_utc': '2025-11-05T00:00:00Z', 'season': 2025, 'venue': 'InfoCision Stadium', 'week': 11}}",2025,,401762851,,,,11,44.0,10.0
1-0-0,21.4,29,96,26.0,63.12,91.0,203.1,199.9,31,65,123.4,167.5,62.26,93.0,5-3,Miami (oh),Miami (OH),0.4,24,97,326.5,367.4,,20251105_0000_miami_oh_ohio,3.67,0-1-0,24.8,62,82,29.2,65.88,82.0,230.1,225.6,62,27,154.2,210.4,60.8,111.0,5-3,Ohio,Ohio,0.1,62,47,384.4,436.0,,2025-11-05T00:00:00Z,,,,2.76,,,,"{'league_metrics_away': {'ATS': None, 'PA': 21.4, 'PF': 26.0, 'PY(D)': 203.1, 'PY(O)': 199.9, 'R(D)_PY': 29, 'R(D)_RY': 31, 'R(D)_TY': 24, 'R(O)_PY': 96, 'R(O)_RY': 65, 'R(O)_TY': 97, 'RY(D)': 123.4, 'RY(O)': 167.5, 'SU': '5-3', 'TO': 0.4, 'TY(D)': 326.5, 'TY(O)': 367.4, 'Team': 'Miami (oh)'}, 'league_metrics_home': {'ATS': None, 'PA': 24.8, 'PF': 29.2, 'PY(D)': 230.1, 'PY(O)': 225.6, 'R(D)_PY': 62, 'R(D)_RY': 62, 'R(D)_TY': 62, 'R(O)_PY': 82, 'R(O)_RY': 27, 'R(O)_TY': 47, 'RY(D)': 154.2, 'RY(O)': 210.4, 'SU': '5-3', 'TO': 0.1, 'TY(D)': 384.4, 'TY(O)': 436.0, 'Team': 'Ohio'}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 63.12, 'pr_rank': 91, 'season': 2025, 'sos': 62.26, 'sos_rank': 93, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Miami-ohio', 'team_norm': 'Miami-ohio', 'team_raw': 'Miami-Ohio', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 65.88, 'pr_rank': 82, 'season': 2025, 'sos': 60.8, 'sos_rank': 111, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Ohio', 'team_norm': 'Ohio', 'team_raw': 'Ohio', 'week': 11}, 'schedule_row': {'away_team': 'Miami (OH)', 'conference_game': True, 'home_team': 'Ohio', 'id': 401762852, 'kickoff_iso_utc': '2025-11-05T00:00:00Z', 'season': 2025, 'venue': 'Peden Stadium', 'week': 11}}",2025,,401762852,,,,11,24.0,20.0
1-0-0,36.5,102,110,18.6,48.46,130.0,260.6,180.5,117,130,206.9,89.0,60.32,116.0,3-5,Kent State,Kent State,-0.2,116,131,467.5,269.5,,20251106_0000_kent_state_ball_state,3.67,0-1-0,29.8,60,124,16.4,49.48,127.0,229.6,129.8,101,92,187.2,143.0,60.43,113.0,3-5,Ball State,Ball State,-0.4,89,130,416.9,272.8,,2025-11-06T00:00:00Z,,,,1.02,,,,"{'league_metrics_away': {'ATS': None, 'PA': 36.5, 'PF': 18.6, 'PY(D)': 260.6, 'PY(O)': 180.5, 'R(D)_PY': 102, 'R(D)_RY': 117, 'R(D)_TY': 116, 'R(O)_PY': 110, 'R(O)_RY': 130, 'R(O)_TY': 131, 'RY(D)': 206.9, 'RY(O)': 89.0, 'SU': '3-5', 'TO': -0.2, 'TY(D)': 467.5, 'TY(O)': 269.5, 'Team': 'Kent State'}, 'league_metrics_home': {'ATS': None, 'PA': 29.8, 'PF': 16.4, 'PY(D)': 229.6, 'PY(O)': 129.8, 'R(D)_PY': 60, 'R(D)_RY': 101, 'R(D)_TY': 89, 'R(O)_PY': 124, 'R(O)_RY': 92, 'R(O)_TY': 130, 'RY(D)': 187.2, 'RY(O)': 143.0, 'SU': '3-5', 'TO': -0.4, 'TY(D)': 416.9, 'TY(O)': 272.8, 'Team': 'Ball State'}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 48.46, 'pr_rank': 130, 'season': 2025, 'sos': 60.32, 'sos_rank': 116, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Kent State', 'team_norm': 'Kent State', 'team_raw': 'Kent State', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 49.48, 'pr_rank': 127, 'season': 2025, 'sos': 60.43, 'sos_rank': 113, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Ball State', 'team_norm': 'Ball State', 'team_raw': 'Ball State', 'week': 11}, 'schedule_row': {'away_team': 'Kent State', 'conference_game': True, 'home_team': 'Ball State', 'id': 401762853, 'kickoff_iso_utc': '2025-11-06T00:00:00Z', 'season': 2025, 'venue': 'Scheumann Stadium', 'week': 11}}",2025,,401762853,,,,11,17.0,13.0
1-0-0,22.1,13,126,13.4,54.89,118.0,167.8,103.1,88,62,176.8,170.8,61.35,106.0,2-6,Northern Illinois,Northern Illinois,-0.1,34,129,344.5,273.9,,20251106_0000_northern_illinois_toledo,3.67,0-1-0,16.0,3,56,31.8,71.88,56.0,142.8,253.2,14,47,95.4,184.1,58.4,127.0,4-4,Toledo,Toledo,0.6,2,45,238.1,437.4,,2025-11-06T00:00:00Z,,,,16.99,,,,"{'league_metrics_away': {'ATS': None, 'PA': 22.1, 'PF': 13.4, 'PY(D)': 167.8, 'PY(O)': 103.1, 'R(D)_PY': 13, 'R(D)_RY': 88, 'R(D)_TY': 34, 'R(O)_PY': 126, 'R(O)_RY': 62, 'R(O)_TY': 129, 'RY(D)': 176.8, 'RY(O)': 170.8, 'SU': '2-6', 'TO': -0.1, 'TY(D)': 344.5, 'TY(O)': 273.9, 'Team': 'Northern Illinois'}, 'league_metrics_home': {'ATS': None, 'PA': 16.0, 'PF': 31.8, 'PY(D)': 142.8, 'PY(O)': 253.2, 'R(D)_PY': 3, 'R(D)_RY': 14, 'R(D)_TY': 2, 'R(O)_PY': 56, 'R(O)_RY': 47, 'R(O)_TY': 45, 'RY(D)': 95.4, 'RY(O)': 184.1, 'SU': '4-4', 'TO': 0.6, 'TY(D)': 238.1, 'TY(O)': 437.4, 'Team': 'Toledo'}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 54.89, 'pr_rank': 118, 'season': 2025, 'sos': 61.35, 'sos_rank': 106, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Northern Illinois', 'team_norm': 'Northern Illinois', 'team_raw': 'Northern Illinois', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 71.88, 'pr_rank': 56, 'season': 2025, 'sos': 58.4, 'sos_rank': 127, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Toledo', 'team_norm': 'Toledo', 'team_raw': 'Toledo', 'week': 11}, 'schedule_row': {'away_team': 'Northern Illinois', 'conference_game': True, 'home_team': 'Toledo', 'id': 401762854, 'kickoff_iso_utc': '2025-11-06T00:00:00Z', 'season': 2025, 'venue': 'Glass Bowl', 'week': 11}}",2025,,401762854,,,,11,42.0,3.0
,35.4,56,85,28.8,60.82,99.0,227.8,224.0,127,100,242.5,137.6,61.68,100.0,3-5,Georgia Southern,Georgia Southern,0.4,119,102,470.2,361.6,,20251107_0030_georgia_southern_app_state,3.67,,27.6,104,33,27.0,55.57,117.0,261.1,280.6,22,104,114.1,135.0,60.24,117.0,4-4,App State,App State,-0.5,50,65,375.2,415.6,,2025-11-07T00:30:00Z,,,,-5.25,,,,"{'league_metrics_away': {'ATS': None, 'PA': 35.4, 'PF': 28.8, 'PY(D)': 227.8, 'PY(O)': 224.0, 'R(D)_PY': 56, 'R(D)_RY': 127, 'R(D)_TY': 119, 'R(O)_PY': 85, 'R(O)_RY': 100, 'R(O)_TY': 102, 'RY(D)': 242.5, 'RY(O)': 137.6, 'SU': '3-5', 'TO': 0.4, 'TY(D)': 470.2, 'TY(O)': 361.6, 'Team': 'Georgia Southern'}, 'league_metrics_home': {'ATS': None, 'PA': 27.6, 'PF': 27.0, 'PY(D)': 261.1, 'PY(O)': 280.6, 'R(D)_PY': 104, 'R(D)_RY': 22, 'R(D)_TY': 50, 'R(O)_PY': 33, 'R(O)_RY': 104, 'R(O)_TY': 65, 'RY(D)': 114.1, 'RY(O)': 135.0, 'SU': '4-4', 'TO': -0.5, 'TY(D)': 375.2, 'TY(O)': 415.6, 'Team': 'App State'}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 60.82, 'pr_rank': 99, 'season': 2025, 'sos': 61.68, 'sos_rank': 100, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Georgia Southern', 'team_norm': 'Georgia Southern', 'team_raw': 'Georgia Southern', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 55.57, 'pr_rank': 117, 'season': 2025, 'sos': 60.24, 'sos_rank': 117, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Appalachian State', 'team_norm': 'Appalachian State', 'team_raw': 'Appalachian State', 'week': 11}, 'schedule_row': {'away_team': 'Georgia Southern', 'conference_game': True, 'home_team': 'App State', 'id': 401761644, 'kickoff_iso_utc': '2025-11-07T00:30:00Z', 'season': 2025, 'venue': 'Kidd Brewer Stadium', 'week': 11}}",2025,,401761644,,,,11,23.0,25.0
1-0-0,30.2,90,86,34.0,67.0,78.0,253.5,223.2,57,49,149.0,183.0,64.37,78.0,4-4,Utsa,UTSA,0.5,74,74,402.5,406.2,,20251107_0030_utsa_south_florida,3.67,0-1-0,24.4,113,46,40.4,76.91,38.0,271.1,261.5,21,17,113.6,225.8,68.11,66.0,6-2,South Florida,South Florida,0.8,63,17,384.8,487.2,,2025-11-07T00:30:00Z,,,,9.91,,,,"{'league_metrics_away': {'ATS': None, 'PA': 30.2, 'PF': 34.0, 'PY(D)': 253.5, 'PY(O)': 223.2, 'R(D)_PY': 90, 'R(D)_RY': 57, 'R(D)_TY': 74, 'R(O)_PY': 86, 'R(O)_RY': 49, 'R(O)_TY': 74, 'RY(D)': 149.0, 'RY(O)': 183.0, 'SU': '4-4', 'TO': 0.5, 'TY(D)': 402.5, 'TY(O)': 406.2, 'Team': 'Utsa'}, 'league_metrics_home': {'ATS': None, 'PA': 24.4, 'PF': 40.4, 'PY(D)': 271.1, 'PY(O)': 261.5, 'R(D)_PY': 113, 'R(D)_RY': 21, 'R(D)_TY': 63, 'R(O)_PY': 46, 'R(O)_RY': 17, 'R(O)_TY': 17, 'RY(D)': 113.6, 'RY(O)': 225.8, 'SU': '6-2', 'TO': 0.8, 'TY(D)': 384.8, 'TY(O)': 487.2, 'Team': 'South Florida'}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 67.0, 'pr_rank': 78, 'season': 2025, 'sos': 64.37, 'sos_rank': 78, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Utsa', 'team_norm': 'Utsa', 'team_raw': 'UTSA', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 76.91, 'pr_rank': 38, 'season': 2025, 'sos': 68.11, 'sos_rank': 66, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'South Florida', 'team_norm': 'South Florida', 'team_raw': 'South Florida', 'week': 11}, 'schedule_row': {'away_team': 'UTSA', 'conference_game': True, 'home_team': 'South Florida', 'id': 401762500, 'kickoff_iso_utc': '2025-11-07T00:30:00Z', 'season': 2025, 'venue': 'Raymond James Stadium', 'week': 11}}",2025,,401762500,,,,11,55.0,23.0
1-0-0,21.6,61,59,29.4,73.31,49.0,204.4,222.0,61,50,134.3,162.1,66.54,71.0,7-2,Houston,Houston,0.1,60,50,338.8,384.1,AWAY,20251108_0100_houston_ucf,3.67,,18.8,9,81,27.2,67.62,73.0,161.4,226.2,54,39,147.1,191.6,69.43,59.0,4-4,Ucf,UCF,-0.1,15,61,308.5,417.9,False,2025-11-08T01:00:00Z,-115.0,-105.0,williamhill_us,-5.69,,,,"{'league_metrics_away': {'ATS': None, 'PA': 21.6, 'PF': 29.4, 'PY(D)': 204.4, 'PY(O)': 222.0, 'R(D)_PY': 61, 'R(D)_RY': 61, 'R(D)_TY': 60, 'R(O)_PY': 59, 'R(O)_RY': 50, 'R(O)_TY': 50, 'RY(D)': 134.3, 'RY(O)': 162.1, 'SU': '7-2', 'TO': 0.1, 'TY(D)': 338.8, 'TY(O)': 384.1, 'Team': 'Houston'}, 'league_metrics_home': {'ATS': None, 'PA': 18.8, 'PF': 27.2, 'PY(D)': 161.4, 'PY(O)': 226.2, 'R(D)_PY': 9, 'R(D)_RY': 54, 'R(D)_TY': 15, 'R(O)_PY': 81, 'R(O)_RY': 39, 'R(O)_TY': 61, 'RY(D)': 147.1, 'RY(O)': 191.6, 'SU': '4-4', 'TO': -0.1, 'TY(D)': 308.5, 'TY(O)': 417.9, 'Team': 'Ucf'}, 'odds_row': {'source': 'staging', 'season': 2025, 'week': 11, 'markets': {'spreads': {'book': 'williamhill_us', 'fetch_ts': '2025-11-05T02:27:17Z', 'line': {'spread_home_relative': 1.0, 'favored_side': 'AWAY', 'spread_favored_team': -1.0, 'home_price': -110, 'away_price': -110, 'raw_outcomes': [{'name': 'Houston Cougars', 'token': 'houston', 'price': -110, 'point': -1.0}, {'name': 'UCF Knights', 'token': 'ucf', 'price': -110, 'point': 1.0}]}}, 'totals': {'book': 'williamhill_us', 'fetch_ts': '2025-11-05T02:27:17Z', 'line': {'total_points': 47.5, 'over_price': -110, 'under_price': -110, 'raw_outcomes': [{'name': 'Over', 'token': 'over', 'price': -110, 'point': 47.5}, {'name': 'Under', 'token': 'under', 'price': -110, 'point': 47.5}]}}, 'h2h': {'book': 'williamhill_us', 'fetch_ts': '2025-11-05T02:27:17Z', 'line': {'moneyline_home': -105, 'moneyline_away': -115, 'raw_outcomes': [{'name': 'Houston Cougars', 'token': 'houston', 'price': -115, 'point': None}, {'name': 'UCF Knights', 'token': 'ucf', 'price': -105, 'point': None}]}}}}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 73.31, 'pr_rank': 49, 'season': 2025, 'sos': 66.54, 'sos_rank': 71, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Houston', 'team_norm': 'Houston', 'team_raw': 'Houston', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 67.62, 'pr_rank': 73, 'season': 2025, 'sos': 69.43, 'sos_rank': 59, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Central Florida(ucf)', 'team_norm': 'Central Florida(ucf)', 'team_raw': 'Central Florida(UCF)', 'week': 11}, 'schedule_row': {'away_team': 'Houston', 'conference_game': True, 'home_team': 'UCF', 'id': 401756946, 'kickoff_iso_utc': '2025-11-08T01:00:00Z', 'season': 2025, 'venue': 'FBC Mortgage Stadium', 'week': 11}}",2025,2025-11-05T02:27:17Z,401756946,-1.0,1.0,47.5,11,27.0,30.0
1-0-0,16.8,11,116,22.5,71.26,59.0,165.1,172.4,44,40,139.1,189.1,73.15,33.0,5-3,Northwestern,Northwestern,-0.5,13,103,304.2,361.5,,20251108_0200_northwestern_usc_trojans,3.67,,22.4,37,19,39.8,85.58,14.0,212.0,302.2,49,33,142.8,203.1,73.17,32.0,6-2,USC Trojans,USC,0.2,41,13,354.8,505.4,,2025-11-08T02:00:00Z,,,,14.32,,,,"{'league_metrics_away': {'ATS': None, 'PA': 16.8, 'PF': 22.5, 'PY(D)': 165.1, 'PY(O)': 172.4, 'R(D)_PY': 11, 'R(D)_RY': 44, 'R(D)_TY': 13, 'R(O)_PY': 116, 'R(O)_RY': 40, 'R(O)_TY': 103, 'RY(D)': 139.1, 'RY(O)': 189.1, 'SU': '5-3', 'TO': -0.5, 'TY(D)': 304.2, 'TY(O)': 361.5, 'Team': 'Northwestern'}, 'league_metrics_home': {'ATS': None, 'PA': 22.4, 'PF': 39.8, 'PY(D)': 212.0, 'PY(O)': 302.2, 'R(D)_PY': 37, 'R(D)_RY': 49, 'R(D)_TY': 41, 'R(O)_PY': 19, 'R(O)_RY': 33, 'R(O)_TY': 13, 'RY(D)': 142.8, 'RY(O)': 203.1, 'SU': '6-2', 'TO': 0.2, 'TY(D)': 354.8, 'TY(O)': 505.4, 'Team': 'USC Trojans'}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 71.26, 'pr_rank': 59, 'season': 2025, 'sos': 73.15, 'sos_rank': 33, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Northwestern', 'team_norm': 'Northwestern', 'team_raw': 'Northwestern', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 85.58, 'pr_rank': 14, 'season': 2025, 'sos': 73.17, 'sos_rank': 32, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Southern California', 'team_norm': 'Southern California', 'team_raw': 'Southern California', 'week': 11}, 'schedule_row': {'away_team': 'Northwestern', 'conference_game': True, 'home_team': 'USC', 'id': 401752896, 'kickoff_iso_utc': '2025-11-08T02:00:00Z', 'season': 2025, 'venue': 'Los Angeles Memorial Coliseum', 'week': 11}}",2025,,401752896,,,,11,38.0,17.0
0-1-0,25.5,81,75,25.9,71.18,60.0,244.1,233.1,67,58,158.0,175.2,67.41,69.0,6-2,Tulane,Tulane,0.1,73,72,402.1,408.4,HOME,20251108_0200_tulane_memphis,3.67,1-0-0,19.2,85,50,37.7,72.54,52.0,218.7,228.7,50,16,128.2,201.0,61.69,99.0,8-1,Memphis,Memphis,1.0,67,20,346.9,429.7,False,2025-11-08T02:00:00Z,162.0,-195.0,williamhill_us,1.36,,,,"{'league_metrics_away': {'ATS': None, 'PA': 25.5, 'PF': 25.9, 'PY(D)': 244.1, 'PY(O)': 233.1, 'R(D)_PY': 81, 'R(D)_RY': 67, 'R(D)_TY': 73, 'R(O)_PY': 75, 'R(O)_RY': 58, 'R(O)_TY': 72, 'RY(D)': 158.0, 'RY(O)': 175.2, 'SU': '6-2', 'TO': 0.1, 'TY(D)': 402.1, 'TY(O)': 408.4, 'Team': 'Tulane'}, 'league_metrics_home': {'ATS': None, 'PA': 19.2, 'PF': 37.7, 'PY(D)': 218.7, 'PY(O)': 228.7, 'R(D)_PY': 85, 'R(D)_RY': 50, 'R(D)_TY': 67, 'R(O)_PY': 50, 'R(O)_RY': 16, 'R(O)_TY': 20, 'RY(D)': 128.2, 'RY(O)': 201.0, 'SU': '8-1', 'TO': 1.0, 'TY(D)': 346.9, 'TY(O)': 429.7, 'Team': 'Memphis'}, 'odds_row': {'source': 'staging', 'season': 2025, 'week': 11, 'markets': {'spreads': {'book': 'williamhill_us', 'fetch_ts': '2025-11-05T02:27:17Z', 'line': {'spread_home_relative': -5.0, 'favored_side': 'HOME', 'spread_favored_team': -5.0, 'home_price': -110, 'away_price': -110, 'raw_outcomes': [{'name': 'Memphis Tigers', 'token': 'memphis', 'price': -110, 'point': -5.0}, {'name': 'Tulane Green Wave', 'token': 'tulane', 'price': -110, 'point': 5.0}]}}, 'totals': {'book': 'williamhill_us', 'fetch_ts': '2025-11-05T02:27:17Z', 'line': {'total_points': 55.5, 'over_price': -110, 'under_price': -110, 'raw_outcomes': [{'name': 'Over', 'token': 'over', 'price': -110, 'point': 55.5}, {'name': 'Under', 'token': 'under', 'price': -110, 'point': 55.5}]}}, 'h2h': {'book': 'williamhill_us', 'fetch_ts': '2025-11-05T02:27:17Z', 'line': {'moneyline_home': -195, 'moneyline_away': 162, 'raw_outcomes': [{'name': 'Memphis Tigers', 'token': 'memphis', 'price': -195, 'point': None}, {'name': 'Tulane Green Wave', 'token': 'tulane', 'price': 162, 'point': None}]}}}}, 'sagarin_away': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 71.18, 'pr_rank': 60, 'season': 2025, 'sos': 67.41, 'sos_rank': 69, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Tulane', 'team_norm': 'Tulane', 'team_raw': 'Tulane', 'week': 11}, 'sagarin_home': {'fetched_at': '2025-11-23 01:49:37.608946+00:00', 'hfa': 3.67, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 15 SATURDAY - WEEK 12', 'pr': 72.54, 'pr_rank': 52, 'season': 2025, 'sos': 61.69, 'sos_rank': 99, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Memphis', 'team_norm': 'Memphis', 'team_raw': 'Memphis', 'week': 11}, 'schedule_row': {'away_team': 'Tulane', 'conference_game': True, 'home_team': 'Memphis', 'id': 401762501, 'kickoff_iso_utc': '2025-11-08T02:00:00Z', 'season': 2025, 'venue': 'Simmons Bank Liberty Stadium', 'week': 11}}",2025,2025-11-05T02:27:17Z,401762501,-5.0,-5.0,55.5,11,32.0,38.0
