season,week,kickoff_iso_utc,game_key,source_uid,home_team_raw,away_team_raw,home_team_norm,away_team_norm,spread_home_relative,total,moneyline_home,moneyline_away,odds_source,is_closing,snapshot_at,home_pr,home_pr_rank,away_pr,away_pr_rank,home_sos,away_sos,home_sos_rank,away_sos_rank,hfa,rating_diff,rating_vs_odds,favored_side,spread_favored_team,rating_diff_favored_team,rating_vs_odds_favored_team,home_pf_pg,home_pa_pg,home_ry_pg,home_py_pg,home_ty_pg,home_ry_allowed_pg,home_py_allowed_pg,home_ty_allowed_pg,home_to_margin_pg,home_su,home_ats,home_rush_rank,home_pass_rank,home_tot_off_rank,home_rush_def_rank,home_pass_def_rank,home_tot_def_rank,away_pf_pg,away_pa_pg,away_ry_pg,away_py_pg,away_ty_pg,away_ry_allowed_pg,away_py_allowed_pg,away_ty_allowed_pg,away_to_margin_pg,away_su,away_ats,away_rush_rank,away_pass_rank,away_tot_off_rank,away_rush_def_rank,away_pass_def_rank,away_tot_def_rank,raw_sources
2025,15,2025-12-12T01:15:00+00:00,20251212_0115_tb_atl,2025_15_ATL_TB,TB,ATL,tb,atl,6.0,43.5,,,schedule,False,,19.51,18,16.36,26,20.98,19.27,7,24,2.01,5.16,11.16,AWAY,-6.0,-5.16,-11.16,299.0,325.0,115.2,214.2,329.3,115.2,214.2,329.3,0.6,7-6,5-8-0,20,21,20,13,12,12,252.0,313.0,123.6,217.5,341.1,123.6,217.5,341.1,0.1,4-9,6-7-0,12,19,18,21,14,14,"{'schedule_row': {'game_id': '2025_15_ATL_TB', 'gsis': 60051.0, 'gameday': '2025-12-11', 'season': 2025, 'week': 15, 'home_team': 'TB', 'away_team': 'ATL'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Tampa Bay Buccaneers', 'pr': 19.51, 'pr_rank': 18, 'sos': 20.98, 'sos_rank': 7, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Atlanta Falcons', 'pr': 16.36, 'pr_rank': 26, 'sos': 19.27, 'sos_rank': 24, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_chi_cle,2025_15_CLE_CHI,CHI,CLE,chi,cle,7.5,38.5,,,schedule,False,,20.94,16,14.13,28,19.7,19.48,21,22,2.01,8.82,16.32,AWAY,-7.5,-8.82,-16.32,334.0,335.0,152.6,227.5,380.1,152.6,227.5,380.1,1.3,9-4,7-5-1,2,16,7,31,17,25,223.0,301.0,95.6,193.9,289.5,95.6,193.9,289.5,-0.1,3-10,5-8-0,27,28,29,6,5,3,"{'schedule_row': {'game_id': '2025_15_CLE_CHI', 'gsis': 60052.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'CHI', 'away_team': 'CLE'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Chicago Bears', 'pr': 20.94, 'pr_rank': 16, 'sos': 19.7, 'sos_rank': 21, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Cleveland Browns', 'pr': 14.13, 'pr_rank': 28, 'sos': 19.48, 'sos_rank': 22, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_cin_bal,2025_15_BAL_CIN,CIN,BAL,cin,bal,-2.5,51.5,,,schedule,False,,17.57,21,22.04,13,21.41,19.86,3,19,2.01,-2.46,-4.96,HOME,-2.5,-2.46,-4.96,314.0,413.0,86.5,241.6,328.1,86.5,241.6,328.1,-0.3,4-9,6-7-0,30,10,21,3,23,11,311.0,320.0,142.9,201.3,344.2,142.9,201.3,344.2,-0.4,6-7,4-9-0,3,27,16,30,6,16,"{'schedule_row': {'game_id': '2025_15_BAL_CIN', 'gsis': 60053.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'CIN', 'away_team': 'BAL'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Cincinnati Bengals', 'pr': 17.57, 'pr_rank': 21, 'sos': 21.41, 'sos_rank': 3, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Baltimore Ravens', 'pr': 22.04, 'pr_rank': 13, 'sos': 19.86, 'sos_rank': 19, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_hou_ari,2025_15_ARI_HOU,HOU,ARI,hou,ari,10.5,42.5,,,schedule,False,,24.51,7,16.45,25,22.0,21.05,2,6,2.01,10.07,20.57,AWAY,-10.5,-10.07,-20.57,283.0,208.0,105.7,235.4,341.1,105.7,235.4,341.1,0.9,8-5,7-6-0,23,13,18,10,20,14,282.0,348.0,96.8,263.0,359.8,96.8,263.0,359.8,0.1,3-10,6-7-0,26,3,11,7,30,21,"{'schedule_row': {'game_id': '2025_15_ARI_HOU', 'gsis': 60054.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'HOU', 'away_team': 'ARI'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Houston Texans', 'pr': 24.51, 'pr_rank': 7, 'sos': 22.0, 'sos_rank': 2, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Arizona Cardinals', 'pr': 16.45, 'pr_rank': 25, 'sos': 21.05, 'sos_rank': 6, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_jaguars_nyj,2025_15_NYJ_JAX,JAX,NYJ,jaguars,nyj,13.5,40.5,,,schedule,False,,22.62,11,13.2,30,20.66,19.02,10,27,2.01,11.43,24.93,AWAY,-13.5,-11.43,-24.93,328.0,272.0,121.7,221.8,343.5,121.7,221.8,343.5,0.6,9-4,8-5-0,15,18,17,18,15,15,256.0,349.0,128.4,169.6,298.0,128.4,169.6,298.0,-1.2,3-10,7-6-0,7,32,26,26,1,6,"{'schedule_row': {'game_id': '2025_15_NYJ_JAX', 'gsis': 60055.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'JAX', 'away_team': 'NYJ'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Jacksonville Jaguars', 'pr': 22.62, 'pr_rank': 11, 'sos': 20.66, 'sos_rank': 10, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'New York Jets', 'pr': 13.2, 'pr_rank': 30, 'sos': 19.02, 'sos_rank': 27, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_kc_lac,2025_15_LAC_KC,KC,LAC,kc,lac,5.5,41.5,,,schedule,False,,24.77,6,21.09,15,20.97,18.55,8,30,2.01,5.69,11.19,AWAY,-5.5,-5.69,-11.19,315.0,252.0,118.9,261.4,380.3,118.9,261.4,380.3,-0.1,6-7,5-8-0,17,4,6,16,29,26,299.0,271.0,125.7,236.2,361.9,125.7,236.2,361.9,0.1,9-4,7-6-0,9,12,10,24,21,22,"{'schedule_row': {'game_id': '2025_15_LAC_KC', 'gsis': 60056.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'KC', 'away_team': 'LAC'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Kansas City Chiefs', 'pr': 24.77, 'pr_rank': 6, 'sos': 20.97, 'sos_rank': 8, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Los Angeles Chargers', 'pr': 21.09, 'pr_rank': 15, 'sos': 18.55, 'sos_rank': 30, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_ne_buf,2025_15_BUF_NE,NE,BUF,ne,buf,-2.5,49.5,,,schedule,False,,22.92,10,25.02,5,16.11,18.67,32,28,2.01,-0.09,-2.59,HOME,-2.5,-0.09,-2.59,351.0,241.0,112.9,263.4,376.3,112.9,263.4,376.3,0.1,11-2,9-4-0,21,2,8,12,31,24,376.0,293.0,157.8,241.3,399.1,157.8,241.3,399.1,-0.1,9-4,6-7-0,1,11,2,32,22,30,"{'schedule_row': {'game_id': '2025_15_BUF_NE', 'gsis': 60057.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'NE', 'away_team': 'BUF'}, 'odds_row': None, 'sagarin_row_home': {'team': 'New England Patriots', 'pr': 22.92, 'pr_rank': 10, 'sos': 16.11, 'sos_rank': 32, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Buffalo Bills', 'pr': 25.02, 'pr_rank': 5, 'sos': 18.67, 'sos_rank': 28, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_nyg_commanders,2025_15_WAS_NYG,NYG,WAS,nyg,commanders,2.5,46.5,,,schedule,False,,15.35,27,17.45,22,22.33,20.64,1,11,2.01,-0.09,2.41,AWAY,-2.5,0.09,-2.41,279.0,367.0,123.5,229.8,353.2,123.5,229.8,353.2,-0.5,2-11,7-6-0,13,15,12,20,18,20,262.0,354.0,136.5,203.9,340.4,136.5,203.9,340.4,-0.8,3-10,4-9-0,4,25,19,29,8,13,"{'schedule_row': {'game_id': '2025_15_WAS_NYG', 'gsis': 60058.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'NYG', 'away_team': 'WAS'}, 'odds_row': None, 'sagarin_row_home': {'team': 'New York Giants', 'pr': 15.35, 'pr_rank': 27, 'sos': 22.33, 'sos_rank': 1, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Washington Commanders', 'pr': 17.45, 'pr_rank': 22, 'sos': 20.64, 'sos_rank': 11, 'hfa': 2.01}}"
2025,15,2025-12-14T18:00:00+00:00,20251214_1800_phi_lv,2025_15_LV_PHI,PHI,LV,phi,lv,12.5,37.5,,,schedule,False,,24.35,8,13.27,29,21.33,20.35,5,15,2.01,13.09,25.59,AWAY,-12.5,-13.09,-25.59,289.0,271.0,110.5,211.8,322.3,110.5,211.8,322.3,0.2,8-5,7-6-0,22,22,23,11,11,9,196.0,332.0,72.7,211.8,284.5,72.7,211.8,284.5,-0.2,2-11,5-8-0,32,23,30,1,10,2,"{'schedule_row': {'game_id': '2025_15_LV_PHI', 'gsis': 60059.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'PHI', 'away_team': 'LV'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Philadelphia Eagles', 'pr': 24.35, 'pr_rank': 8, 'sos': 21.33, 'sos_rank': 5, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Las Vegas Raiders', 'pr': 13.27, 'pr_rank': 29, 'sos': 20.35, 'sos_rank': 15, 'hfa': 2.01}}"
2025,15,2025-12-14T21:25:00+00:00,20251214_2125_den_gb,2025_15_GB_DEN,DEN,GB,den,gb,-1.5,42.5,,,schedule,False,,23.69,9,25.17,4,18.2,19.19,31,25,2.01,0.53,-0.97,HOME,-1.5,0.53,-0.97,308.0,235.0,121.8,227.2,349.1,121.8,227.2,349.1,-0.2,11-2,5-8-0,14,17,15,19,16,17,322.0,247.0,117.2,233.9,351.1,117.2,233.9,351.1,0.3,9-3-1,6-7-0,19,14,14,14,19,18,"{'schedule_row': {'game_id': '2025_15_GB_DEN', 'gsis': 60060.0, 'gameday': '2025-12-14', 'season': 2025, 'week': 15, 'home_team': 'DEN', 'away_team': 'GB'}, 'odds_row': None, 'sagarin_row_home': {'team': 'Denver Broncos', 'pr': 23.69, 'pr_rank': 9, 'sos': 18.2, 'sos_rank': 31, 'hfa': 2.01}, 'sagarin_row_away': {'team': 'Green Bay Packers', 'pr': 25.17, 'pr_rank': 4, 'sos': 19.19, 'sos_rank': 25, 'hfa': 2.01}}"
