Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Byu,185.2,25,213.2,62,398.4,32,122.3,38,206.3,69,328.6,53,0.6,31.9,19.0,11-2,
California,77.4,130,270.2,26,347.6,98,161.8,82,197.3,34,359.2,58,-0.2,24.8,26.5,7-5,
Central Michigan,171.2,56,166.2,116,337.4,106,152.9,70,207.2,43,360.1,59,0.7,23.8,22.7,7-5,
Charlotte,81.8,129,204.0,91,285.8,129,200.3,119,271.7,122,472.0,131,-0.7,14.3,36.3,1-11,
Cincinnati,180.4,42,241.2,54,421.7,38,173.5,94,229.8,84,403.2,93,-0.2,31.8,24.8,7-5,
Clemson Tigers,131.2,96,274.0,23,405.2,50,103.1,15,250.8,110,353.8,51,0.2,28.7,20.4,7-5,
Coastal Carolina,165.6,62,157.8,119,323.3,113,212.2,125,245.6,106,457.8,128,0.0,22.8,33.9,6-6,
Colorado,126.7,100,202.8,92,329.4,110,223.4,128,203.2,40,426.6,118,-0.2,20.9,30.5,3-9,
Colorado State,108.2,117,215.9,83,324.2,112,205.0,121,221.1,62,426.1,116,-0.3,18.5,30.8,2-10,
Delaware,116.0,114,301.2,7,417.2,42,164.8,85,246.8,107,411.5,102,-0.2,29.8,32.5,6-6,
Duke,132.5,79,282.2,6,414.7,27,139.8,68,268.8,129,408.7,126,0.6,34.0,28.7,8-5,
East Carolina,185.0,39,280.7,17,465.7,17,120.2,28,228.7,82,348.9,46,0.5,33.5,20.3,8-4,
Eastern Michigan,142.8,80,234.8,58,377.5,79,230.8,130,183.3,18,414.2,105,-0.4,24.1,29.8,4-8,
Florida,136.8,87,204.6,90,341.3,103,154.8,72,222.9,68,377.8,67,-0.1,21.6,24.0,4-8,
Florida Atlantic,105.2,123,340.5,2,445.7,28,201.0,120,235.2,90,436.2,125,-1.8,29.5,36.3,4-8,
Florida International,190.2,31,218.7,79,408.8,45,159.6,79,246.8,107,406.3,96,0.2,29.2,27.8,7-5,
Florida State,218.8,14,253.4,44,472.2,11,138.3,49,190.8,25,329.1,28,-0.4,33.0,22.0,5-7,
Fresno State,170.2,57,180.4,110,350.6,94,134.8,45,160.5,8,295.3,12,0.2,26.4,20.1,8-4,
Georgia Bulldogs,186.8,22,220.3,56,407.2,30,79.3,5,205.3,66,284.6,17,0.0,31.9,15.9,12-1,
Georgia Southern,148.1,76,253.3,45,401.4,55,221.8,126,244.2,103,466.0,130,0.2,27.8,34.2,6-6,
Georgia State,123.8,104,254.4,43,378.2,78,209.6,123,240.8,99,450.3,127,-0.9,19.8,37.8,1-11,
Georgia Tech,203.2,21,263.2,33,466.4,15,170.0,89,227.3,77,397.3,86,-0.5,33.1,25.0,9-3,
Hawai'i,105.7,121,289.7,12,395.3,63,133.7,43,218.0,56,351.7,49,-0.2,28.5,23.5,8-4,
Houston,176.2,48,215.2,84,391.5,66,133.3,40,214.8,52,348.2,44,0.2,28.3,21.8,9-3,
Illinois,131.2,96,239.1,55,370.3,84,124.4,32,226.5,74,350.9,48,0.3,29.3,23.2,8-4,
Indiana,226.5,6,251.6,25,478.1,3,77.6,4,179.5,30,257.2,11,1.3,41.9,10.8,13-0,
Iowa,177.8,44,137.4,127,315.2,118,116.5,24,158.2,7,274.7,8,0.2,28.9,15.2,8-4,
Iowa State,174.2,50,221.4,74,395.6,62,138.9,51,218.5,58,357.4,55,0.3,27.4,20.2,8-4,
Jacksonville State,259.0,1,160.9,112,419.9,24,149.1,81,242.6,118,391.7,114,0.8,29.0,26.2,8-5,
James Madison,248.2,4,202.5,77,450.7,7,76.5,3,171.5,22,248.0,5,-0.1,37.3,15.8,12-1,
Kansas,169.8,59,220.0,76,389.8,67,173.2,93,214.1,50,387.2,79,-0.2,28.1,26.8,5-7,
Kansas State,172.2,54,198.3,94,370.6,83,163.8,84,222.4,66,386.2,78,0.9,29.4,26.7,6-6,
Kennesaw State,159.4,53,245.7,28,405.1,31,175.7,113,226.2,104,401.9,124,-0.1,28.3,24.3,10-3,
Kent State,98.3,126,197.1,96,295.4,126,192.2,116,236.0,92,428.2,119,-0.2,21.2,33.6,5-7,
Kentucky,139.2,84,201.9,93,341.2,104,134.7,44,239.9,97,374.6,64,-0.7,23.0,26.4,5-7,
Liberty,193.0,29,195.5,99,388.5,70,180.1,102,196.8,33,376.8,66,-0.6,25.6,26.5,4-8,
Louisiana,189.5,32,155.3,120,344.8,101,189.6,111,228.0,80,417.6,107,0.2,27.1,30.0,6-6,
Louisiana Tech,196.3,27,168.3,114,364.7,87,142.3,55,234.2,88,376.5,65,0.8,27.7,21.3,7-5,
Louisville,162.7,64,226.2,67,388.9,69,109.8,21,190.6,24,300.3,13,0.2,30.2,21.1,8-4,
Lsu,107.1,118,226.4,66,333.3,108,117.6,26,202.5,39,320.1,23,0.7,21.8,18.3,7-5,
Marshall,198.2,26,207.9,89,406.1,48,148.9,64,261.7,117,410.6,100,0.5,30.8,30.2,5-7,
Maryland,105.5,122,255.7,40,361.2,89,175.9,96,226.5,74,402.4,91,0.6,23.5,26.5,4-8,
Massachusetts,82.4,128,165.1,117,247.5,133,222.1,127,212.5,48,434.6,123,-0.6,11.1,38.6,0-12,
Memphis,186.0,37,234.6,59,420.6,39,133.4,41,227.7,78,361.1,60,0.8,34.6,22.5,8-4,
Miami,149.9,74,275.8,20,425.8,34,86.9,6,190.9,26,277.8,10,0.8,34.1,13.8,10-2,
Miami (oh),153.2,61,196.2,86,349.3,77,130.9,54,198.9,53,329.8,54,0.5,25.1,22.0,7-6,
Michigan,214.2,16,185.8,103,400.0,56,102.0,14,210.6,46,312.6,20,0.3,27.6,18.7,9-3,
Michigan State,122.7,107,222.7,71,345.3,99,148.6,63,231.3,86,379.9,70,-0.2,24.6,29.9,4-8,
Middle Tennessee,106.1,120,264.9,31,371.0,82,146.4,60,256.2,116,402.6,92,0.2,22.4,30.9,3-9,
Minnesota,103.3,125,193.5,100,296.8,125,122.2,30,220.8,61,342.9,41,0.6,23.2,23.4,7-5,
Mississippi State,161.4,66,237.0,57,398.4,60,190.3,113,215.8,54,406.2,95,0.2,30.5,29.2,5-7,
Missouri,234.2,9,195.7,98,429.9,33,101.1,13,171.4,10,272.5,6,-0.4,32.2,19.4,8-4,
Missouri State,119.2,109,273.9,24,393.2,64,161.2,80,224.6,70,385.8,77,-0.1,25.4,28.3,7-5,
Navy,298.9,2,136.4,129,435.3,58,143.4,36,255.5,89,398.9,62,0.1,32.5,26.9,9-2,
Nc State,149.7,75,247.8,49,397.4,61,138.6,50,283.1,126,421.7,110,0.0,30.2,28.8,7-5,
Nebraska,146.8,78,228.2,65,374.9,80,172.9,91,141.1,2,314.0,22,0.2,29.2,23.0,7-5,
Nevada,155.2,72,147.2,124,302.4,124,150.3,65,220.2,60,370.5,63,-1.0,17.6,27.5,3-9,
New Mexico,155.4,71,214.5,85,369.9,85,114.2,23,236.6,93,350.8,47,-0.5,27.9,22.5,9-3,
New Mexico State,77.4,130,250.3,48,327.8,111,165.2,86,236.9,94,402.1,89,-0.1,21.6,27.6,4-8,
North Carolina,105.2,123,183.9,105,289.1,128,125.3,33,211.2,47,336.6,36,-0.2,19.2,24.5,4-8,
North Texas,180.8,28,322.5,1,503.2,1,207.4,129,163.2,14,370.5,88,0.6,44.8,24.9,11-2,
Northern Illinois,185.6,38,98.8,130,284.4,130,183.8,108,173.9,12,357.7,56,0.2,17.1,24.3,3-9,
Northwestern,167.9,60,181.8,107,349.7,95,140.1,52,194.8,31,334.9,32,-0.3,22.5,20.9,6-6,
Notre Dame Fighting Irish,204.4,20,255.1,42,459.5,22,99.7,12,213.4,49,313.1,21,1.1,42.0,17.6,10-2,
Ohio,229.9,10,187.6,102,417.5,41,148.2,62,210.1,45,358.2,57,-0.1,28.7,22.9,8-4,
Ohio State Buckeyes,163.2,47,266.8,13,430.0,16,84.5,7,129.1,1,213.5,1,0.3,34.9,8.2,12-1,
Oklahoma,124.0,103,229.9,63,353.9,92,81.7,2,192.2,27,273.8,7,-0.2,26.4,13.9,10-2,
Oklahoma State,118.4,111,174.1,113,292.5,127,167.2,87,251.2,111,418.4,109,-0.4,14.2,33.3,1-11,
Old Dominion,237.6,7,223.4,70,461.0,21,147.5,61,184.1,20,331.6,30,-0.2,32.7,19.2,9-3,
Ole Miss,189.0,33,309.6,4,498.6,5,150.7,66,182.6,16,333.2,31,-0.2,37.2,20.1,11-1,
Oregon Ducks,218.4,15,246.8,50,465.2,18,108.7,20,144.3,3,253.0,3,0.7,38.2,14.8,11-1,
Oregon State,127.2,99,225.4,68,352.7,93,158.9,78,221.4,63,380.3,71,-0.8,18.2,29.4,2-10,
Penn State,177.5,45,181.6,108,359.1,90,151.8,69,183.5,19,335.2,33,0.2,31.8,21.4,6-6,
Pittsburgh,117.5,113,275.0,22,392.5,65,97.1,9,240.2,98,337.2,37,0.2,35.1,24.9,8-4,
Purdue,126.4,101,217.2,81,343.6,102,182.2,106,241.7,100,423.9,112,-1.0,18.8,31.8,2-10,
Rice,213.3,17,97.9,131,311.2,120,157.5,75,243.8,102,401.3,87,-0.2,19.8,32.2,5-7,
Rutgers,141.5,82,266.1,29,407.6,46,211.1,124,222.9,68,434.0,121,0.0,28.7,31.8,5-7,
Sam Houston,132.8,94,184.0,104,316.8,116,207.5,122,275.9,124,483.4,132,0.2,17.8,37.8,2-10,
San Diego State,188.3,35,153.9,121,341.3,103,111.7,22,155.6,4,267.2,4,0.3,24.7,12.6,9-3,
San José State,120.1,108,283.2,15,403.2,54,158.8,77,245.2,105,404.1,94,-1.1,21.4,32.5,3-9,
Smu,135.6,89,283.5,14,419.1,40,106.8,19,284.7,127,391.4,80,0.9,32.9,20.7,8-4,
South Alabama,201.2,23,181.1,109,382.2,75,176.0,97,204.9,42,380.9,72,0.2,26.5,30.4,4-8,
South Carolina,111.6,116,225.2,69,336.8,107,137.0,48,216.3,55,353.3,50,0.3,22.7,22.1,4-8,
South Florida,225.6,11,275.2,21,500.8,4,133.6,42,251.6,112,385.2,74,0.8,43.0,23.3,9-3,
Southern Miss,137.2,86,266.7,27,403.8,53,176.3,98,226.0,73,402.3,90,1.0,29.8,27.4,7-5,
Stanford,85.5,127,222.0,73,307.5,121,119.8,27,288.9,128,408.7,99,-0.3,18.8,29.2,4-8,
Syracuse,123.1,106,217.2,80,340.3,105,176.3,98,252.8,114,429.2,120,-1.2,20.2,34.9,3-9,
Tcu,133.0,92,292.8,11,425.8,34,135.3,46,242.8,101,378.1,68,0.0,30.8,25.2,8-4,
Temple,147.8,77,197.5,95,345.2,100,197.3,118,199.5,36,396.8,85,0.9,27.8,29.7,5-7,
Tennessee,177.8,44,307.2,5,484.9,8,146.3,59,249.0,108,395.3,83,0.5,40.8,28.8,8-4,
Texas Aandm,193.0,29,261.8,37,454.8,25,127.1,34,182.8,17,309.8,18,-0.6,36.3,21.9,11-1,
Texas Longhorns,129.9,97,253.2,46,383.1,74,98.1,10,237.9,95,336.0,34,1.0,29.6,19.8,9-3,
Texas State,221.2,12,255.4,41,476.6,10,173.1,92,228.3,81,401.4,88,-0.6,36.1,30.6,6-6,
Texas Tech,192.2,18,288.5,3,480.6,2,70.6,1,183.5,35,254.1,9,1.3,42.5,10.9,12-1,
Toledo,178.4,43,244.0,52,422.4,36,92.5,8,156.5,6,249.0,2,0.5,31.6,12.2,8-4,
Troy,98.8,119,215.4,60,314.2,105,182.0,117,198.3,52,380.3,103,0.1,24.3,24.5,8-5,
Tulane,170.3,40,240.5,38,410.8,29,120.5,35,255.2,125,375.6,98,0.8,29.1,22.6,11-2,
Tulsa,176.0,49,222.5,72,398.5,59,182.5,107,214.2,51,396.8,84,-0.7,23.2,28.9,4-8,
USC Trojans,173.9,51,297.3,9,471.2,12,145.2,56,203.3,41,348.5,45,0.2,36.5,22.4,9-3,
Uab,138.8,85,265.6,30,404.3,52,192.1,115,231.5,87,423.6,111,-1.0,26.4,38.2,4-8,
Ucf,158.2,68,220.8,75,378.9,76,151.2,67,185.1,21,336.2,35,-0.3,24.3,23.6,5-7,
Ucla,139.6,83,180.2,111,319.8,115,190.7,114,196.6,32,387.2,79,-0.2,18.2,33.4,3-9,
Uconn,163.2,63,300.5,8,463.7,19,185.4,109,227.8,79,413.2,104,1.2,36.9,25.8,9-3,
Ul Monroe,162.6,65,159.6,118,322.2,114,162.9,83,222.5,67,385.4,76,-0.8,16.6,31.9,3-9,
Unlv,203.5,13,256.0,19,459.5,6,175.2,112,249.3,121,424.5,129,0.5,35.9,28.8,10-3,
Utah,270.0,3,208.8,88,478.8,9,181.7,104,177.5,15,359.2,58,0.4,41.1,18.7,10-2,
Utah State,171.5,55,251.3,47,422.8,35,175.6,95,249.3,109,424.9,115,0.3,31.8,28.2,6-6,
Utep,115.6,115,216.2,82,331.8,109,170.3,90,221.8,65,392.2,82,-1.0,23.3,30.4,2-10,
Utsa,173.1,52,243.2,53,416.3,43,156.0,73,226.7,75,382.7,73,0.3,33.8,29.6,6-6,
Vanderbilt,186.3,36,282.3,16,468.7,14,103.2,16,252.6,113,355.8,52,0.2,39.4,21.9,10-2,
Virginia,185.3,24,242.3,35,427.6,20,112.2,29,202.8,59,315.1,38,0.5,32.2,20.5,10-3,
Virginia Tech,183.2,41,166.3,115,349.5,97,154.2,71,224.8,71,379.1,69,-0.8,21.4,30.2,3-9,
Wake Forest,156.8,69,232.2,61,389.1,68,122.2,31,199.7,37,321.9,24,-0.4,26.8,21.5,8-4,
Washington,170.1,58,245.8,51,415.9,44,103.8,17,207.7,44,311.4,19,0.1,33.8,19.4,8-4,
Washington State,119.0,110,196.8,97,315.8,117,132.8,39,172.8,11,305.5,15,-0.7,21.6,20.2,6-6,
West Virginia,160.7,67,188.9,101,349.6,96,145.4,57,265.4,120,410.8,101,0.2,21.8,30.8,4-8,
Western Kentucky,132.9,93,272.6,25,405.5,49,180.8,103,221.8,64,402.6,92,-0.4,29.8,23.4,8-4,
Western Michigan,196.9,17,139.9,122,336.8,86,122.2,37,177.7,29,299.9,26,0.5,23.6,18.2,9-4,
Wisconsin,118.3,112,136.4,128,254.8,132,105.3,18,218.2,57,323.6,25,-0.8,12.8,21.6,4-8,
Wyoming,131.8,95,183.0,106,314.8,119,168.8,88,175.5,13,344.3,43,-0.2,16.0,20.5,4-8,
