Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Air Force,261.5,5,145.2,125,406.7,47,159.6,79,264.7,119,424.2,113,-0.2,29.8,30.3,4-8,
Akron,136.4,88,219.0,78,355.4,91,156.2,74,229.2,83,385.3,75,0.2,22.2,27.4,5-7,
Alabama Crimson Tide,116.3,102,273.2,10,389.5,37,125.7,47,158.1,9,283.8,16,0.5,31.2,17.4,10-3,
App State,123.5,105,261.9,36,385.4,71,141.8,54,275.6,123,417.4,106,0.0,25.3,29.8,5-7,
Arizona,150.8,73,254.4,43,405.2,51,146.0,58,155.9,5,301.9,14,1.3,32.6,18.9,9-3,
Arizona State,188.7,34,211.1,87,399.8,57,117.1,25,225.7,72,342.8,40,-0.3,24.7,23.0,8-4,
Arkansas,192.2,30,262.9,34,455.1,23,187.2,110,239.2,96,426.4,117,-0.9,32.9,33.8,2-10,
Arkansas State,127.9,98,257.4,39,385.3,72,182.2,105,235.6,91,417.8,108,-0.8,24.4,27.3,6-6,
Army,257.0,8,78.3,132,335.3,122,147.1,45,209.9,28,357.0,27,0.5,23.0,22.5,6-5,
Auburn,176.9,46,197.1,96,374.0,81,99.6,11,229.8,85,329.4,29,0.8,26.8,20.7,5-7,
Ball State,133.7,90,138.0,126,271.7,131,179.7,101,226.8,76,406.5,97,-0.2,15.8,29.8,4-8,
Baylor,141.6,81,309.6,4,451.2,26,197.3,118,194.5,30,391.8,81,-1.1,31.1,32.6,5-7,
Boise State,188.8,19,244.2,32,433.0,13,165.1,100,171.5,22,336.5,61,0.5,31.4,23.0,9-4,
Boston College,104.0,124,280.2,18,384.2,73,178.7,99,255.7,115,434.3,122,-0.8,25.4,32.8,2-10,
Bowling Green,155.5,70,151.2,123,306.8,123,140.8,53,201.7,38,342.5,39,0.2,20.5,24.2,4-8,
Buffalo,133.2,91,229.0,64,362.2,88,157.8,76,186.4,23,344.2,42,-0.6,24.0,23.5,5-7,
