Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Louisville,229.0,35,313.0,25,542.0,20,74.0,24,76.0,11,150.0,11,-3.0,51.0,17.0,1-0,
Lsu,108.0,81,248.0,48,354.0,72,31.0,6,230.0,70,261.0,40,-1.0,17.0,10.0,1-0,
Marshall,78.0,93,129.0,94,207.0,112,239.0,90,249.0,80,488.0,102,0.0,7.0,45.0,0-1,
Maryland,112.0,79,268.0,38,380.0,62,77.0,27,277.0,93,354.0,73,6.0,39.0,7.0,1-0,
Massachusetts,103.0,83,199.0,68,302.0,89,191.0,78,276.0,92,467.0,100,-2.0,10.0,42.0,0-1,
Memphis,233.0,33,199.0,68,432.0,47,118.0,52,114.0,23,232.0,30,1.0,45.0,10.0,1-0,
Miami,127.0,72,205.0,67,332.0,80,94.0,37,221.0,67,315.0,56,2.0,27.0,24.0,1-0,
Miami (oh),34.0,102,83.0,107,117.0,116,165.0,71,188.0,55,353.0,72,-1.0,0.0,17.0,0-1,
Michigan,201.0,45,251.0,46,452.0,40,50.0,15,217.0,65,267.0,43,2.0,34.0,17.0,1-0,
Michigan State,181.0,53,155.0,82,336.0,78,29.0,4,188.0,55,217.0,21,-1.0,23.0,6.0,1-0,
Middle Tennessee,44.0,101,109.0,99,153.0,114,150.0,64,193.0,56,343.0,66,0.0,14.0,34.0,0-1,
Minnesota,153.0,61,290.0,30,443.0,42,44.0,11,107.0,19,151.0,12,0.0,23.0,10.0,1-0,
Mississippi State,188.0,50,277.0,33,465.0,33,102.0,41,199.0,59,301.0,49,0.0,34.0,17.0,1-0,
Missouri,219.0,39,341.0,20,560.0,16,154.0,67,73.0,10,227.0,28,2.0,61.0,6.0,1-0,
Missouri State,65.0,97,159.0,79,224.0,106,233.0,89,364.0,104,597.0,112,-2.0,13.0,73.0,0-1,
Navy,468.0,2,92.0,103,560.0,16,15.0,2,197.0,57,212.0,20,0.0,52.0,7.0,1-0,
Nc State,105.0,82,318.0,23,423.0,50,30.0,5,383.0,105,413.0,87,-1.0,24.0,17.0,1-0,
Nebraska,113.0,78,243.0,50,356.0,71,202.0,82,69.0,8,271.0,44,2.0,20.0,17.0,1-0,
Nevada,78.0,93,125.0,96,203.0,113,135.0,60,303.0,97,438.0,94,-3.0,11.0,46.0,0-1,
New Mexico,50.0,100,217.0,62,267.0,95,201.0,81,251.0,81,452.0,97,-2.0,17.0,34.0,0-1,
New Mexico State,78.0,93,227.0,58,305.0,88,68.0,21,187.0,54,255.0,37,0.0,19.0,3.0,1-0,
North Carolina,50.0,100,172.0,75,222.0,107,258.0,93,284.0,94,542.0,109,-2.0,14.0,48.0,0-1,
North Texas,133.0,69,329.0,22,462.0,35,31.0,6,88.0,16,119.0,5,1.0,51.0,0.0,1-0,
Northern Illinois,180.0,54,109.0,99,289.0,91,63.0,18,155.0,40,218.0,22,0.0,19.0,17.0,1-0,
Northwestern,76.0,95,161.0,78,237.0,104,269.0,95,152.0,39,421.0,89,-5.0,3.0,23.0,0-1,
Notre Dame Fighting Irish,94.0,87,221.0,60,315.0,83,127.0,56,205.0,60,332.0,61,-2.0,24.0,27.0,0-1,
Ohio,201.0,45,239.0,51,440.0,43,147.0,63,252.0,82,399.0,86,0.0,31.0,34.0,0-1,
Ohio State Buckeyes,77.0,94,126.0,95,203.0,113,166.0,72,170.0,47,336.0,63,1.0,14.0,7.0,1-0,
Oklahoma,103.0,83,392.0,12,495.0,26,117.0,51,34.0,2,151.0,12,-2.0,35.0,3.0,1-0,
Oklahoma State,127.0,72,232.0,55,359.0,69,116.0,50,109.0,21,225.0,27,1.0,27.0,7.0,1-0,
Old Dominion,218.0,40,96.0,102,314.0,84,309.0,102,193.0,56,502.0,105,-2.0,14.0,27.0,0-1,
Ole Miss,295.0,16,400.0,10,695.0,8,191.0,78,69.0,8,260.0,39,-1.0,63.0,7.0,1-0,
Oregon Ducks,253.0,29,253.0,44,506.0,23,46.0,12,198.0,58,244.0,34,0.0,59.0,13.0,1-0,
Oregon State,65.0,97,248.0,48,313.0,85,122.0,54,234.0,72,356.0,74,-2.0,15.0,34.0,0-1,
Penn State,135.0,68,303.0,27,438.0,44,78.0,28,125.0,27,203.0,17,3.0,46.0,11.0,1-0,
Pittsburgh,158.0,59,302.0,28,460.0,36,37.0,8,171.0,48,208.0,19,-1.0,61.0,9.0,1-0,
Purdue,93.0,88,340.0,21,433.0,46,116.0,50,87.0,15,203.0,17,0.0,31.0,0.0,1-0,
Rice,206.0,42,45.0,110,251.0,101,151.0,65,88.0,16,239.0,33,2.0,14.0,12.0,1-0,
Rutgers,147.0,63,252.0,45,399.0,58,201.0,81,239.0,73,440.0,95,0.0,34.0,31.0,1-0,
Sam Houston,159.0,9,198.0,11,357.0,7,130.0,94,325.0,112,455.0,120,0.5,22.5,39.5,0-2,
San Diego State,228.0,36,236.0,52,453.0,39,49.0,14,46.0,4,95.0,3,0.0,42.0,0.0,1-0,
San José State,75.0,96,308.0,26,383.0,60,247.0,92,115.0,24,362.0,76,-3.0,14.0,16.0,0-1,
Smu,140.0,66,260.0,39,400.0,57,107.0,44,244.0,77,351.0,71,0.0,42.0,13.0,1-0,
South Alabama,193.0,48,174.0,74,367.0,67,181.0,74,159.0,42,340.0,64,3.0,38.0,21.0,1-0,
South Carolina,125.0,73,209.0,64,334.0,79,115.0,49,221.0,67,336.0,63,2.0,24.0,11.0,1-0,
South Florida,117.0,75,255.0,42,372.0,66,122.0,54,256.0,85,378.0,81,3.0,34.0,7.0,1-0,
Southern Miss,102.0,84,199.0,68,301.0,90,188.0,77,277.0,93,465.0,99,0.0,17.0,34.0,0-1,
Stanford,177.0,55,109.0,99,286.0,92,96.0,38,210.0,63,306.0,52,0.0,20.0,23.0,0-1,
Syracuse,103.0,83,274.0,35,377.0,64,246.0,91,247.0,78,493.0,104,-1.0,26.0,45.0,0-1,
Tcu,258.0,27,284.0,31,542.0,20,50.0,15,172.0,49,222.0,25,2.0,48.0,14.0,1-0,
Temple,191.0,49,276.0,34,467.0,32,103.0,42,199.0,59,302.0,50,2.0,42.0,10.0,1-0,
Tennessee,246.0,31,247.0,49,493.0,27,103.0,42,274.0,91,377.0,80,1.0,45.0,26.0,1-0,
Texas Aandm,108.0,81,291.0,29,399.0,58,203.0,83,170.0,47,373.0,79,0.0,42.0,24.0,1-0,
Texas Longhorns,166.0,56,170.0,76,336.0,78,77.0,27,126.0,28,203.0,17,-1.0,7.0,14.0,0-1,
Texas State,392.0,5,214.0,63,606.0,12,143.0,61,248.0,79,391.0,85,0.0,52.0,27.0,1-0,
Texas Tech,296.0,15,314.0,24,610.0,11,53.0,16,122.0,26,175.0,15,1.0,67.0,7.0,1-0,
Toledo,59.0,99,270.0,37,329.0,81,220.0,86,85.0,14,305.0,51,1.0,16.0,24.0,0-1,
Troy,272.0,22,144.0,86,416.0,52,65.0,20,184.0,53,249.0,35,1.0,38.0,20.0,1-0,
Tulane,269.0,24,152.0,83,421.0,51,76.0,26,161.0,43,237.0,32,5.0,23.0,3.0,1-0,
Tulsa,268.0,25,236.0,52,504.0,24,120.0,53,140.0,34,260.0,39,1.0,35.0,7.0,1-0,
USC Trojans,233.0,33,364.0,16,597.0,14,65.0,20,159.0,42,224.0,26,2.0,73.0,13.0,1-0,
Uab,273.0,21,247.0,49,520.0,21,202.0,82,312.0,99,514.0,107,1.0,52.0,42.0,1-0,
Ucf,110.0,80,314.0,24,424.0,49,165.0,71,157.0,41,322.0,58,0.0,17.0,10.0,1-0,
Ucla,84.0,92,136.0,91,220.0,108,286.0,97,206.0,61,492.0,103,-1.0,10.0,43.0,0-1,
Uconn,293.0,17,388.0,14,681.0,9,128.0,57,129.0,29,257.0,38,0.0,59.0,13.0,1-0,
Ul Monroe,311.0,11,123.0,97,434.0,45,81.0,29,50.0,6,131.0,7,0.0,29.0,0.0,1-0,
Unlv,227.5,3,240.5,5,468.0,3,152.5,100,291.0,111,443.5,119,1.5,38.0,26.0,2-0,
Utah,286.0,18,206.0,66,492.0,28,84.0,30,136.0,32,220.0,23,1.0,43.0,10.0,1-0,
Utah State,129.0,71,233.0,54,362.0,68,103.0,42,181.0,52,284.0,47,1.0,28.0,16.0,1-0,
Utep,103.0,83,181.0,72,284.0,93,129.0,58,233.0,71,362.0,76,-1.0,16.0,28.0,0-1,
Utsa,203.0,43,170.0,76,373.0,65,108.0,45,291.0,96,399.0,86,0.0,24.0,42.0,0-1,
Vanderbilt,201.0,45,280.0,32,481.0,31,47.0,13,88.0,16,135.0,8,2.0,45.0,3.0,1-0,
Virginia,177.0,55,290.0,30,467.0,32,98.0,40,163.0,44,261.0,40,2.0,48.0,7.0,1-0,
Virginia Tech,115.0,77,221.0,60,336.0,78,125.0,55,209.0,62,334.0,62,-2.0,11.0,24.0,0-1,
Wake Forest,130.0,70,218.0,61,348.0,74,158.0,68,149.0,38,307.0,53,0.0,10.0,9.0,1-0,
Washington,283.0,19,226.0,59,509.0,22,85.0,31,180.0,51,265.0,41,0.0,38.0,21.0,1-0,
Washington State,3.0,106,208.0,65,211.0,111,188.0,77,33.0,1,221.0,24,1.0,13.0,10.0,1-0,
West Virginia,393.0,4,232.0,55,625.0,10,53.0,16,70.0,9,123.0,6,-2.0,45.0,3.0,1-0,
Western Kentucky,135.0,23,400.0,1,535.0,1,163.0,104,157.0,100,320.0,116,0.0,48.0,15.0,2-0,
Western Michigan,29.0,105,188.0,71,217.0,110,181.0,74,155.0,40,336.0,63,1.0,6.0,23.0,0-1,
Wisconsin,165.0,57,188.0,71,353.0,73,34.0,7,83.0,12,117.0,4,1.0,17.0,0.0,1-0,
Wyoming,166.0,56,260.0,39,426.0,48,89.0,33,139.0,33,228.0,29,0.0,10.0,0.0,1-0,
